Name	Calb_LAG	Calb_LL	Calb_DS	Calb_PS	Calb_PLAT	Calb_HS5	Calb_HS15	Calb_HS30	Calb_HS45	Calb_HS60	Calb_Salt.5	Calb_Salt.15	Calb_Salt.30	Calb_Salt.60	Calb_Ox5	Calb_Ox15	Calb_Ox30	Calb_Ox60	Calb_0.2MKCl.10	Calb_0.2MKCl.20	Calb_0.2MKCl.40	Calb_0.2MKCl.80	Calb_0.4MKCl.10	Calb_0.4MKCl.20	Calb_0.4MKCl.40	Calb_0.4MKCl.80	Calb_0.8MKCl.10	Calb_0.8MKCl.20	Calb_0.8MKCl.40	Calb_0.8MKCl.80
orf19.4121	0.675186	-0.63306	1.98722	2.27885	2.22008	0.0844363	0.0753904	0.3652	0.121036	0.411691	0.294358	2.14404	1.20315	1.58363	-0.0287584	-0.231339	0.963751	1.69422	0.31629	0.970945	0.413104	0.251648	0.725914	2.21372	1.34557	0.852634	0.251797	0.70178	2.01238	1.33711
orf19.4122	0.538399	-0.355119	0.116425	0.162982	0.311299	-0.507245	-0.596732	-0.585489	-0.57574	0.00955337	0.484184	1.04444	0.380611	0.713348	-0.347555	-0.188984	0.357312	0.618915	0.887014	0.958967	1.18229	0.119296	1.55962	1.25966	1.00867	0.786449	-0.0119918	1.17921	0.817785	0.731244
orf19.4123	-0.130435	0.0430638	-0.149159	-0.145925	0.0573389	-0.24516	-0.0682128	-0.191482	-0.454138	-0.334137	-0.146315	-0.327851	-0.222318	-0.14788	-0.00173058	-0.224435	-0.570213	-0.491891	-0.135878	-0.257426	-0.152336	-0.306167	-0.132072	-0.467953	-0.397317	-0.0677132	-0.0842127	-0.339645	-0.422914	-0.207855
orf19.4125	1.61834	-1.58649	-3.1677	-3.83183	-2.2289	-2.67951	-2.27131	-1.96973	-1.56374	-0.597385	-0.302906	-0.547455	1.43934	2.01173	-1.4037	-0.514733	-0.81335	-0.827971	-0.963134	0.697081	0.491593	0.182784	-0.787997	-1.28368	0.170638	0.192211	0.201102	0.309213	-0.508656	0.364585
orf19.4127	-4.00748	0.643934	1.20939	1.59257	0.825265	0.233791	0.590738	0.424826	0.255844	-0.0680085	0.304943	0.302834	-0.648842	-0.927978	0.334768	0.423286	0.609983	0.366168	0.433078	-0.274899	-0.513064	-0.160125	0.747993	0.0989162	-0.888222	-0.29724	-0.228829	0.131904	-0.0725935	-0.486159
orf19.4128	0.727602	0.375092	-0.227962	-0.67092	-0.305517	-1.03204	-0.671684	-0.413612	-0.26322	0.222812	-0.0750769	0.107416	0.1346	0.352145	-0.0969107	0.489356	0.467924	0.107473	-0.437117	0.0384873	0.462703	0.0516178	0.270064	0.254622	1.42859	0.64651	0.173804	0.227163	-0.0753187	0.168777
orf19.413	0.488948	0.628118	0.423568	0.807374	1.50064	-1.89227	-1.05986	-0.297748	0.448781	-0.184716	-0.167902	-0.797889	-0.361222	-0.186327	0.0275341	-0.18942	-1.34224	-1.82528	-0.610069	-0.337453	-0.157997	-0.310962	-0.199264	-0.535148	0.400042	-0.102658	-0.516541	-1.30406	-0.638317	0.333407
orf19.413.1	-0.428161	0.34895	-0.116617	0.0261313	0.324981	1.63704	1.79022	1.18847	1.02563	0.458245	0.430797	0.83279	0.784726	0.230373	0.338636	0.588378	2.76144	2.92731	0.480553	0.565449	0.474558	0.361653	0.84615	1.46939	0.507081	0.230138	0.398325	0.970172	1.93876	0.689999
orf19.4131	-1.83063	-0.00590006	-0.0283262	-0.133762	-0.291683	-0.229233	-0.181355	0.0121511	-0.084954	-0.269329	0.0807896	0.183055	0.131673	-0.109809	-0.0872844	-0.618846	-0.670309	-0.130866	0.35137	0.202093	0.00153928	0.0735472	0.152833	0.446894	-0.0101865	0.0235867	0.181179	0.156017	0.458124	0.29391
orf19.4132	-0.2735	2.46309	3.14694	2.4924	3.2818	-0.0401502	0.535894	0.349514	0.180505	-0.230776	0.8841	1.78948	1.87454	-0.350321	0.463836	0.555616	1.92077	1.83131	1.00831	1.43493	0.537822	-0.128862	0.980327	2.15039	0.965895	-0.907017	0.139062	0.84939	2.31513	0.289558
orf19.4133	0.204042	-0.514621	-0.203831	-0.611478	-0.101352	-0.889034	-1.46065	-1.35426	-1.35229	-0.662129	-0.412601	0.283828	-0.194971	0.561066	-0.481057	-0.00206997	0.596013	1.37578	0.0702822	0.159918	0.59306	-0.0237681	0.306151	0.480143	0.620079	0.45211	0.203216	0.0987952	0.596134	0.126486
orf19.4134	-1.06574	0.506615	1.00463	0.717747	0.212738	-0.165557	-0.0969033	-0.221576	-0.349218	-0.507999	-0.123375	0.719409	-0.495275	-0.555894	-0.238977	-1.72397	-1.61855	-1.294	0.616048	-0.123524	-0.122213	-0.115803	0.870409	0.346587	0.101532	-0.338512	-0.28088	0.214687	0.192304	-0.0523856
orf19.4135	-0.440367	3.80499	4.03426	4.48383	4.02057	-0.00563178	-0.00464234	0.620926	0.978049	0.259359	0.791137	2.13618	1.60119	0.0651298	0.355283	-0.482998	0.553362	1.08848	0.906895	1.35925	0.136213	0.123073	1.08088	1.8464	-0.526376	-0.560004	0.417095	0.542532	2.27626	1.16441
orf19.4136	1.54244	-0.175817	-0.82768	-2.28049	-2.91074	-0.835752	-0.861756	-1.21256	-0.198871	-0.260393	-1.28007	-2.79583	1.05097	1.15164	-0.550514	-0.669988	-0.020414	0.71435	-2.53428	0.732625	-0.217945	0.313175	-2.27912	-2.92323	-0.1643	-0.00688302	0.252117	-0.846035	-0.880251	0.488331
orf19.414	1.1881	-1.42247	-1.79591	-2.38608	-0.801613	-1.89152	-2.02423	-1.11052	-1.12761	-0.286123	-1.70123	-1.62626	0.632093	2.02423	-1.8024	-0.973629	-2.04711	-0.242685	-1.7811	-0.0844873	0.608929	-0.230316	-1.69908	-0.972432	0.753451	0.958465	-0.221435	-1.59061	-1.09857	0.675496
orf19.4142	0.520466	0.398823	0.492748	-0.228512	0.224941	-0.391797	-0.631675	-0.114233	-0.344674	-0.371273	-0.582443	-0.720993	0.739537	1.60662	-0.827623	-2.35924	-2.08609	-0.441417	-1.1981	-0.196821	0.397307	0.312438	-1.38031	-1.27358	0.391564	0.238304	0.350492	-0.441728	-0.411006	1.04498
orf19.4143	1.26695	-1.9683	-3.69326	-2.92661	-1.93127	-2.11326	-2.55368	-1.80527	-1.98037	-0.971599	-0.945404	-1.29864	0.721349	2.3365	-1.31697	-0.460269	-2.28709	-1.23554	-0.872396	0.20631	0.707071	-0.415642	-1.45696	-1.13421	0.750657	0.392684	0.293543	-0.356427	-1.1286	0.635445
orf19.4144	-0.00152531	-0.23668	0.410779	0.644387	0.46579	0.0183131	0.195368	0.196525	0.154533	0.0515814	-0.417283	-0.0197755	-0.249532	-0.494416	0.0479277	0.156231	-0.0985911	0.164282	0.477754	0.237211	0.107816	0.0727813	0.367557	0.97408	0.258974	0.589836	-0.239011	-0.992286	0.331288	0.236706
orf19.4145	1.71553	0.41022	1.05307	0.803618	1.09288	-0.605761	-0.336831	-0.281593	-0.0907121	0.283487	-0.357701	-0.368387	-0.24841	0.345404	0.275111	1.33584	1.45764	0.0654956	-0.438486	0.273007	-0.0331482	-0.0816187	-0.213148	-0.390826	-0.368901	-0.194404	-0.0808777	0.134229	-0.530111	-0.0759151
orf19.4146	0.288659	-0.553678	-0.781269	-0.570407	-0.9017	-0.536431	-0.452933	-0.700132	-0.774252	-0.501459	-0.0125696	0.0585324	-0.181352	0.0327639	0.0537203	-0.0913043	-0.859587	-0.550747	-0.0398315	-0.0193042	-0.296704	-0.37105	-0.172418	0.0281112	-0.106536	-0.0406828	0.122164	0.157712	-0.192388	-0.334206
orf19.4147	-1.60101	0.0756746	0.463209	-0.0863907	0.317194	-0.0976272	-0.527196	-0.474345	-0.425134	-0.357405	-0.0124856	0.864421	1.01681	0.27544	0.755135	2.94676	4.13484	3.61006	0.699926	1.0984	0.411555	0.18386	0.369124	1.62704	0.7288	0.171565	0.125426	0.270092	1.41895	0.297268
orf19.4148	-0.987967	-0.0513223	-0.0438625	-0.117349	0.484748	-0.176876	0.228252	-0.20136	-0.452815	-0.375023	0.269579	-0.0426997	0.209942	0.197513	-0.0368927	0.204228	0.337777	-0.245686	0.0862175	0.274243	0.14252	0.285812	0.16903	0.580657	-0.223554	0.185515	1.21562	0.987792	0.480196	0.0319629
orf19.4149.1	0.0951835	-0.224584	-1.51977	-2.63863	-1.19908	0.117914	0.0553341	-0.0590215	0.086689	-0.134934	-0.0429221	0.0647512	0.0942664	0.0440463	0.0165772	-0.108692	-0.265985	-0.364752	-0.357927	-0.292919	-0.129433	-0.172922	-0.0982673	-0.202754	-0.201482	0.171903	0.188451	0.0303778	0.0669444	0.207868
orf19.415	-0.676636	-0.375267	-0.191932	-0.0977174	0.15964	0.467261	0.744542	0.538889	0.433258	0.158422	0.0390366	0.319831	-0.0418519	-0.273444	0.163944	0.147497	-0.17386	-0.00177882	0.217332	0.202484	-0.173467	-0.241976	0.334862	0.754399	0.0217048	-0.0218352	-0.351902	-0.451058	0.213161	-0.20839
orf19.4150	0.182757	-0.562739	-0.804648	-1.14438	-0.661305	0.389104	1.08876	0.878923	0.619127	0.283076	-0.269465	-0.408691	0.594792	-0.0182405	0.127289	0.224476	-1.02124	0.0359157	-0.551452	0.619935	-0.146672	-0.229455	-0.578449	0.0419521	-0.349956	-0.30379	0.273222	0.11728	0.151721	-0.158238
orf19.4152	0.146606	0.180591	-0.772588	-2.49996	-1.35182	0.132978	0.152512	0.219823	0.190587	0.053896	0.138262	-0.164232	0.0328172	0.392294	0.271025	0.424515	0.209026	0.461242	-0.380714	-0.0747295	0.2085	0.246936	0.223064	-0.303616	0.00633994	0.237646	-0.111979	-0.717397	-1.05317	-0.489402
orf19.4153	-1.43229	0.0115316	-0.0682588	-0.372773	0.0168326	-0.0764031	0.190611	0.0653254	-0.103852	0.0244531	-0.327699	-0.416826	0.0698815	0.0888942	0.0303306	0.187167	0.0665396	0.243423	-0.4416	0.0478319	0.188595	0.117033	-0.702432	-0.426513	-0.199018	-0.143544	-0.04204	-0.498976	-0.274653	-0.253843
orf19.4157	-4.99704	0.3734	1.67383	2.15709	1.62738	0.693859	0.713794	0.962912	1.11909	0.6597	0.708074	1.42274	1.29595	0.628863	0.391982	0.476464	0.62334	0.712896	0.581846	0.731475	0.543018	0.322205	0.442608	1.76606	0.819572	0.175772	0.444091	0.307872	1.71055	1.07959
orf19.4159	0.561065	-1.42277	-1.61428	-2.12927	-1.84143	-0.259543	-0.191586	-0.423753	-0.842481	-0.17222	-0.858759	-0.485532	-0.0909527	0.81617	-0.695777	-2.01277	-2.42988	-1.09953	-0.198799	0.220379	0.145952	0.00299044	0.1023	0.0548187	0.599532	1.12307	-0.815998	-1.02199	-0.545207	0.180002
orf19.416	0.02914	-0.544439	-0.0762074	-0.790658	-1.02041	-0.382492	-0.0917192	-0.206625	-0.229813	-0.128805	-0.10756	1.44454	0.755684	0.118654	-0.175371	0.204339	1.54912	1.50673	1.1844	1.2718	0.117519	0.359604	0.153035	1.73928	0.380111	0.033481	-0.0331393	-0.798184	1.6345	0.196737
orf19.4160	1.4165	-1.25983	-1.67527	-1.79985	-0.975771	-1.14664	-1.04948	-0.66074	-0.782851	0.0269616	-0.733788	-0.5328	1.02093	2.39094	-1.6864	-0.917945	-1.6793	-1.58077	-0.776956	0.151938	0.542554	0.119776	-1.24413	-0.410609	0.644254	1.00208	-0.301627	-1.67155	-0.738735	0.535255
orf19.4161	1.41279	-0.614223	-1.88429	-2.79659	-1.47751	-0.71894	-0.690991	-0.762046	-0.217198	-0.32853	-1.28177	-0.543756	1.4576	1.58962	-1.51945	-1.88553	-1.47251	0.101059	-1.28401	0.72113	-0.16895	0.297054	-1.15622	-0.742755	0.118004	0.184901	0.137993	-0.999396	0.198052	0.581486
orf19.4162	1.35554	-0.0159964	-0.481332	-1.468	-1.3726	-0.831153	-0.0646177	-0.261368	0.434877	0.281623	-1.45248	-0.509515	1.13597	0.871985	-0.718418	-0.17958	1.68166	2.26654	-1.68293	1.14392	-0.0403263	0.643189	-1.79074	-0.608338	0.0217613	0.0762264	-0.0398752	-1.4326	0.53515	0.449859
orf19.4163	-1.12835	-0.234549	0.203796	-0.530174	-0.256299	-0.327771	-0.17217	-0.0193316	-0.086094	-0.349337	-0.278371	-0.0345578	0.0550717	0.0196392	-0.0802942	-0.333352	-0.377005	-0.38515	-0.0390717	-0.00174915	-0.150783	0.0262778	-0.6488	-0.418101	-0.78655	-0.38717	-0.163683	-0.59372	-0.183905	-0.170267
orf19.4164	-0.527854	-0.435365	-0.954459	-0.693127	-0.433102	-0.0948093	-0.0689365	-0.210292	-0.325318	-0.432571	-0.311342	0.215323	-0.00592453	-0.174754	-0.0611613	0.113907	-0.020872	-0.0543369	0.342487	0.230285	-0.101081	0.0761419	0.0554508	0.379933	-0.0162776	0.0375142	-0.159311	-0.297789	0.0283419	-0.228957
orf19.4166	1.6254	-0.0851516	0.467249	0.576416	1.27754	-0.172357	-0.124132	0.198443	0.0218344	-0.241241	-0.520985	-0.245686	0.221977	-0.0358467	-0.0177215	-0.553056	-0.52932	-0.68889	-0.611305	0.354548	-0.171931	-0.00884514	-0.280293	0.346825	0.34784	-0.0933934	0.0260266	0.438616	-0.144333	-0.152807
orf19.4167	1.4737	-1.16465	-3.01156	-1.065	-0.412657	-1.17124	-1.86414	-1.57978	-1.53063	-1.31971	-0.750661	-1.10918	-0.351011	0.146104	-0.195036	0.2804	-0.629781	-1.19805	-1.03203	-0.389558	-0.206125	-0.449181	-0.791763	-0.896264	0.363448	0.20916	0.190584	-0.454343	-1.26933	-0.505074
orf19.4168	1.04388	-0.64964	-0.614736	-0.926858	-0.649565	-0.861707	-0.811293	-0.679481	-0.903196	-0.630602	-0.526113	-0.559487	-0.266228	-0.0201816	-0.409758	-0.364432	0.127648	0.219598	-0.607053	0.0824382	-0.0530101	-0.232649	-0.365467	-0.600507	-0.00556152	0.0303945	0.237896	-0.357735	-0.547539	-0.191883
orf19.4169	1.29595	-0.446271	-1.32812	-1.58204	-0.767079	-0.765524	-0.6101	-1.18134	-0.453367	-0.426602	-1.17393	-1.66652	0.731363	0.504038	-0.421373	-0.503501	1.96367	2.11523	-2.04628	0.58809	-0.0442696	0.329202	-2.47434	-3.92563	-1.94715	-1.2249	-0.0451774	-0.656042	-0.204487	0.215425
orf19.417	0.62133	-0.142551	-0.418661	-0.346646	0.233213	0.0717769	0.494749	0.2225	0.223343	0.385314	-0.157244	0.0846521	0.209239	0.647765	-0.269631	0.0516622	0.862216	0.450221	-0.0876309	-0.11062	-0.0392828	0.0298133	-0.0728203	0.348195	0.493006	0.789594	-0.304481	-0.732018	0.163468	0.40917
orf19.4171	-1.13666	-0.58687	-0.746792	-0.865494	-0.903498	-0.0546087	0.659684	0.437567	0.442703	0.158323	-0.0688208	-0.201667	-0.382477	-1.17734	0.196226	-0.00146609	-0.0145897	0.882632	-0.0712089	0.065565	-0.594414	-0.314469	0.112954	0.319071	-0.152135	-0.166969	-0.0335715	-0.572413	-0.250257	-0.467514
orf19.4172	-0.435994	-0.0899832	-0.158399	-0.619395	-0.458872	0.195406	0.793088	0.70534	0.472482	0.261618	0.417867	0.378405	-0.582058	-0.529217	0.150835	0.191833	0.496153	0.660846	0.729829	-0.0128144	-0.0378783	0.0533228	0.912781	0.439896	0.0800857	0.0184272	0.194288	0.757996	0.361644	-0.0529084
orf19.4173	0.483735	-0.298945	-0.579484	-0.511105	-0.0488128	-1.59465	-1.42359	-0.977214	-0.970855	-0.574227	-0.124127	-0.302551	0.259789	1.04807	-0.583548	0.28085	0.791396	-0.0210688	-0.678351	0.203742	0.478793	-0.189821	-0.420033	-0.549885	0.652012	0.197174	0.176609	-0.2992	-0.794059	-0.0557333
orf19.4174	0.48098	0.910665	0.83989	1.29259	0.714404	-0.194608	0.158239	0.264994	0.334039	-0.157085	0.53794	0.241437	-0.0989795	-0.613174	0.359048	0.258493	0.656592	0.787231	0.155763	0.304959	0.115561	-0.00459463	0.158081	0.176308	0.314345	-0.225017	-0.00823256	-0.348358	0.311438	0.324758
orf19.4175	1.20122	-0.0699762	-0.371378	0.0779233	0.32402	0.203772	0.376353	0.563296	0.321904	0.764016	0.386788	0.48321	0.654653	0.553811	0.245657	0.638322	0.55881	0.256771	0.26684	0.298579	0.398128	0.0653117	0.145452	0.217914	0.56089	0.209801	0.556423	0.102351	0.398993	0.370565
orf19.4176	-0.0062931	-0.805582	-1.01801	-1.95333	-1.05728	0.0803827	0.203076	0.0632441	-0.0739252	0.223368	-0.732048	-0.633434	-0.135165	0.288871	-0.274925	-0.396233	-0.935767	-0.434812	0.0602974	0.150098	-0.0664168	0.302657	-0.306432	0.0229503	0.325989	0.635514	-4.29936e-05	-0.677855	-0.434834	-0.0397079
orf19.4177	-1.96098	-0.478413	-0.782602	-1.67145	-2.22722	-0.0357326	1.90266	1.24646	0.470963	0.128453	-0.190363	-0.695392	-0.981217	-1.05688	-0.305291	-0.404905	0.643796	1.19019	-0.143042	-0.71355	0.0318795	-0.102036	0.118141	-0.260009	0.240962	-0.223996	0.215196	0.0358812	-0.611384	-0.780425
orf19.4179	0.0917872	-0.185752	-0.426958	-0.433785	-0.118398	-0.0469601	-0.0172156	-0.357999	0	-0.373582	1.05416	1.66526	0.325594	-0.435237	-0.384882	0.88942	3.30705	3.23078	0.829537	0.187451	0.187451	0.627804	0.695341	0.867453	-0.415818	0.153704	-1.48383	1.23955	1.15013	-1.07429
orf19.418	0.16535	0.3954	0.887237	1.40138	0.866353	0.183482	0.343696	0.245228	0.12094	-0.0223293	0.282351	0.507191	0.565325	0.272761	0.0920145	0.109148	0.572693	0.165773	0.158737	0.118558	-0.17379	0.0612721	-0.297424	0.447991	-0.00340511	-0.222156	0.0142381	-0.314316	0.522543	0.420178
orf19.4180	0.863769	-0.0376014	-0.615963	-0.346781	-0.0273772	0.17324	0.622748	0.562331	0.222945	0.186572	-0.0236988	0.0513256	0.105942	0.0992662	-0.0547426	-0.17203	-0.242746	-0.0295305	0.0723779	-0.0349537	0	-0.0250349	0.0625343	0.14924	0.16271	0.021096	0.0163168	0.404809	0.504743	0.236859
orf19.4181	1.11329	0.0294562	-0.68209	-0.59178	-1.21566	-0.0672161	0.589015	0.588484	0.433953	0.0252318	0.248362	0.371804	0.301329	0.257079	-0.136174	-0.891744	-0.209537	0.162786	-0.0894257	-0.28182	-0.20434	-0.264243	-0.0973072	0.0548016	-0.106536	-0.269093	-0.201146	-0.175343	0.57751	0.0676088
orf19.4182	0.97922	-0.580952	-0.26542	0.0977904	-0.367544	-0.419606	-0.269109	0.0600857	0.139202	0.0824788	-0.3021	0.203428	-0.0521419	-0.00682217	-0.211473	-0.339366	0.11731	0.197316	0.190966	-0.0813671	0.268358	-0.125783	0.254564	0.217391	0.331276	0.389107	-0.462536	-0.409177	0.210667	0.272532
orf19.4183	-0.141634	0.696807	1.09133	1.38713	1.11951	0.591983	1.29982	1.37771	1.2935	1.08162	0.514189	1.00397	-0.104677	-0.296576	0.419792	0.622339	0.71392	0.625006	0.79877	-0.113406	-0.177749	0.0265194	1.22169	0.704291	-0.134544	-0.176675	0.0249093	0.84394	0.938181	0.0636054
orf19.4184	-1.38877	0.405808	0.622161	0.275702	0.000519949	0.111465	0.380671	0.206924	0.171155	-0.155808	-0.112825	-0.0844156	-0.5401	-0.996294	0.25718	-0.0372842	-0.143935	-0.387652	0.0608113	-0.259954	-0.234965	-0.116143	-0.240929	0.00218979	-0.378552	-0.608144	-0.0607574	-0.666929	-0.0380092	-0.29073
orf19.4185	-0.207564	0.641955	0.289101	0.762583	0.68998	-0.112889	0.223234	0.00870052	0.0797438	-0.084647	0.390657	-0.133662	-0.802329	-0.784069	0.600638	0.396977	0.147415	-0.222553	-0.00391678	-0.257358	-0.198664	-0.112192	0.0504879	0.160294	-0.0433455	-0.149666	-0.0288287	-0.493531	-0.307542	-0.307388
orf19.4186	-1.31776	0.482627	0.892754	0.620134	0.516154	-0.00656114	0.372029	0.349286	0.231237	0.106864	0.257107	0.0309199	-0.293906	-0.505311	0.315749	0.452633	0.186067	-0.0504081	-0.0222891	-0.116582	-0.00202962	0.033376	0.131857	0.124144	-0.0829391	-0.0483524	0.0556061	-0.0171302	0.149851	-0.190662
orf19.4187	-2.97043	0.165749	1.17247	1.4321	0.892861	-0.299355	-0.0791675	0.00913988	0.0843897	0.0289448	-0.129583	0.146852	-0.584345	-0.268335	0.0134701	-0.160714	0.23839	0.147634	0.470184	-0.133814	-0.14148	-0.240466	0.384207	0.443092	-0.225136	0.00113833	0.026128	-0.152681	0.435636	0.0278002
orf19.4188	0.555496	-1.18296	-1.91489	-2.82838	-1.69905	-0.719442	-1.19145	-0.585842	-0.855305	-0.27463	-0.975581	-1.2549	-0.545312	0.718286	-0.495268	-0.664308	-2.02164	-1.19512	-0.577612	-0.57112	0.345297	-0.248644	-0.271307	-1.31555	0.180903	0.260688	-0.0390372	-0.184429	-1.36883	-0.0429031
orf19.4189	1.46127	2.41702	0.108373	0.158429	-0.116261	0	0	-0.309304	0	-0.0803471	0.176094	0.202307	-0.236265	0.329095	0.14706	-0.177883	0.222169	0.188424	0.183134	0.245863	-0.528224	0	0	0	0	0	0.20124	-1.83939	1.80131	-0.378857
orf19.419	-1.71282	2.68342	4.74443	5.2213	4.1228	-0.478541	-0.991397	0.0688119	0.501069	0.0184431	0.936471	0.368197	0.71235	-0.742714	0.654152	0.182875	1.2353	3.012	-0.0374221	0.453165	0.181524	0.123551	1.62067	0.704542	0.215088	0.195527	-0.346919	1.3975	2.07579	1.63597
orf19.4190	0.603475	-1.06426	-1.69805	-2.27426	-1.21793	-0.128118	-0.22042	-0.0346661	0.000701097	0.407038	-1.20764	-1.08122	0.119641	0.944985	-0.451268	-0.467485	-0.486488	-0.0492766	-0.237802	0.293736	0.669101	0.404094	-0.647252	0.0111775	0.552307	0.881296	-0.12904	-1.19287	-0.0712071	0.52425
orf19.4191	1.06403	-1.82375	-3.4533	-3.36898	-1.75521	-1.24914	-3.08751	-1.92636	-1.7424	-1.03224	-1.46672	-2.2	-0.146725	1.42068	-0.784489	-1.08028	-2.87006	-1.42662	-1.07972	-0.363042	0.410346	-0.204887	-1.26499	-2.12233	0.227929	0.232072	-0.325775	-1.06638	-2.4065	0.0414787
orf19.4191.1	-0.969832	0.748463	0.79991	1.2246	0.823534	0.194193	0.663452	0.470456	0.503898	0.125405	0.20656	0.384196	-0.125875	-0.867249	0.445746	-0.0873468	0.604444	0.967075	0.556477	0.148535	-0.268546	0.14071	0.426576	0.511471	-0.269051	-0.263242	-0.0469513	-0.263061	0.289949	-0.359848
orf19.4192	-1.07621	-0.392573	-0.674069	-1.00008	-1.55646	-0.0753625	-0.254299	-0.462816	-0.24057	-0.0256908	-0.442268	-1.62792	-0.138041	0.17708	-0.440349	-1.53227	-2.25016	-1.81444	-1.17362	-0.204051	0.479592	0.0915179	-1.32289	-0.986277	0.426398	-0.0453635	0.255865	-0.472276	-0.888612	0.0266482
orf19.4192.1	-0.301553	-0.277691	-0.61827	-0.898709	-0.669741	0.0232486	-0.0513869	-0.179164	-0.018865	0.17341	0.0488465	0.0441205	0.274665	0.159137	0.151893	0.184807	0.445406	0.317142	-0.35103	0.0394452	-0.260927	-0.29326	-0.536346	0.121204	0.117478	-0.115753	0.165752	-0.185992	0.291874	0.0047832
orf19.4193	-0.852746	0.0207286	-0.392551	-0.0566668	-0.388541	-0.289186	-0.552463	-0.411921	-0.396599	-0.635002	-0.143101	-0.5189	0.247646	-0.266242	0.00660898	-0.194357	-0.879711	-1.0376	-0.238127	-0.0205575	-0.212221	0.2379	-0.77559	0.280974	0.369706	0.0872472	0.19059	-0.735987	-0.646975	-0.24758
orf19.4193.1	0.0996896	-0.321933	-1.43505	-2.81327	-0.986242	-0.136042	-0.306943	-0.204877	-0.20023	-0.239304	-0.289813	-0.295033	0.00612955	0.278365	-0.0986497	-0.338057	-1.093	-0.393308	-0.26831	-0.0129675	0.062781	0.041118	-0.13879	0.0712771	0.219568	0.153231	0.0106824	-0.0557668	-0.02639	0.293075
orf19.4194	0.147259	-0.20012	-0.718723	-0.617372	-0.0896222	-0.46766	-0.234083	-0.320797	-0.538799	-0.460561	0.290592	0.255006	-0.309001	-0.181054	0.132635	0.573245	0.111839	-0.248744	0.00124554	-0.332801	-0.408067	-0.268251	0.23564	0.0257848	-0.441562	-0.0226782	0.0276251	0.0657182	-0.184884	-0.583262
orf19.4195	-0.123459	-0.423198	-0.498916	0.013482	0.0848825	-1.63024	0.257622	-0.00833984	-0.216228	-0.226497	0.556064	0.826851	-0.103657	0.0392591	-0.00122392	0.195126	1.34702	0.40145	0.327195	-0.14113	0.182871	0.0244021	0.616856	0.802074	-0.0602323	0.590381	0.524633	1.09834	0.507253	-0.024997
orf19.4195.1	1.46079	-1.30603	-2.46604	-1.43647	-0.359342	-0.335661	-0.920046	-0.809743	-0.945622	-1.12157	0.0419613	-0.237155	0.0472265	-0.114357	0.0991315	0.134293	-0.351266	-0.944492	-0.0141315	0.700528	0.267799	-0.129071	-0.243447	0.397843	0.409334	-0.0160544	0.011932	-0.232017	-0.0992785	-0.523401
orf19.4197	-2.09839	-0.635678	-0.768631	-1.37071	-0.696766	0.198398	0.285344	0.360468	0.5199	0.207048	0.0933992	0.041245	-0.18724	0.132233	0.0272799	-0.270956	-0.430736	-0.552373	0.0653751	-0.09194	0.0895368	0.0304093	0.37086	0.361656	0.273911	0.341311	0.098746	0.246094	0.299123	0.269615
orf19.4199	2.21142	0.00485844	0.94557	1.55661	0.478984	-0.00946722	-0.160551	-0.315743	-0.536005	-0.456591	0.700981	1.07809	0.115296	-0.196273	0.431052	1.34371	0.54199	-0.138259	1.37726	0.306948	0.406102	0.165709	1.33858	0.987244	0.39865	-0.0242041	0.503444	1.69628	0.846741	0.0960754
orf19.4201	-0.0867547	0.120638	0.585462	0.67699	0.0663338	-0.100402	0.0213703	-0.0319265	-0.222561	-0.226079	0.00476255	-0.232749	-0.491053	-0.493047	0.220072	-0.362682	-0.224447	0.168877	0.0958297	0.069258	0.286372	0.0302372	0.541934	0.125776	0.00989457	0.139846	0.189552	0.624037	0.0897067	-0.0310139
orf19.4203	-0.558175	0.0797341	-0.0704584	0.137261	0.25583	-0.760926	-0.63633	-0.589231	-0.491717	-0.397825	-0.0514877	0.117399	-0.0979281	0.191347	-0.0449154	0.0684652	-0.0975044	-0.219461	-0.0313999	-0.184119	-0.00825322	-0.250525	-0.608866	-0.420325	-0.260741	-0.158934	-0.344531	-0.641872	-0.125012	0.161801
orf19.4204	-0.208431	-0.684007	-1.13503	-1.2284	-0.459498	-0.43067	-0.305465	-0.184454	-0.250708	-0.066861	-0.472123	-0.386313	-0.116964	0.55628	-0.341158	-0.390858	-1.14233	-0.654476	-0.134613	0.118552	0.182566	0.178259	0.0422083	0.167547	0.306542	0.675001	-0.0143595	-0.352476	-0.284444	0.00913615
orf19.4205.1	0.564524	-0.2889	-1.28997	-0.733515	-0.127362	-0.422188	-0.379237	-0.406611	-0.463303	-0.275344	-0.221761	-0.497376	0.0483755	0.327047	-0.0155721	0.0332909	-0.469227	-0.937761	-0.239997	-0.0259051	0.125801	0.0688936	-0.293638	-0.361945	0.22001	0.227101	-0.150828	-0.307483	-0.514909	0.077511
orf19.4206	-0.210325	0.0543339	0.22826	-0.0626329	0.0694301	-0.347173	-0.0200236	-0.244259	-0.177258	-0.181718	-0.216939	-0.151261	-0.10167	-0.237112	-0.132278	0.00829301	0.557764	0.801018	-0.032872	0.218414	-0.410495	0.239257	0.222428	-0.370115	-0.170131	0.120842	0.248392	0.312212	0.186393	-0.0668437
