Name	Spom_LAG	Spom_LL	Spom_DS	Spom_PS	Spom_PLAT	Spom_HS5	Spom_HS15	Spom_HS30	Spom_HS60	Spom_0.2MKCl.10	Spom_0.2MKCl.20	Spom_0.2MKCl.40	Spom_0.2MKCl.80	Spom_0.4MKCl.10	Spom_0.4MKCl.20	Spom_0.4MKCl.40	Spom_0.4MKCl.80	Spom_0.8MKCl.10	Spom_0.8MKCl.20	Spom_0.8MKCl.40	Spom_0.8MKCl.80
SPBC18H10.05	0.927297	0.893623	2.79722	2.93454	3.4372	0.239859	0.797819	0.483325	-0.413356	0.340064	0.624445	-0.141044	-0.148035	-0.713126	0.88964	0.141294	0.0521359	-0.366381	-0.712091	0.855244	0.600055
SPBC18H10.06c	-0.0225309	-0.285485	-0.422037	-1.03552	-1.29586	-0.233162	-0.0784757	0.0200215	0.190461	-0.402507	-0.430749	-0.0529288	-0.135859	-0.0926374	-0.585042	-0.302174	-0.288985	0.0104002	0.0761383	-0.281576	-0.253576
SPBC18H10.07	0.231159	-0.222646	-0.104378	-0.334221	-0.870437	0.36303	0.750802	0.525976	0.611746	-0.0786137	-0.203205	-0.112701	-0.222544	0.0136553	-0.371231	-0.498638	-0.494846	0.0650822	0.12016	-0.342904	-0.445187
SPBC18H10.08c	0.7193	0.217238	0.715418	1.02271	1.48601	-0.246623	-0.481534	-0.0107304	0.34273	0.11956	-0.0922261	0.130334	0.0757129	0.163513	0.150517	0.0727363	0.228526	0.168398	0.223648	0.20826	0.418987
SPBC18H10.09	0.99	0.0275398	1.02538	1.42264	1.13576	-0.0349297	-0.00444407	0.509988	0.609558	-0.0990146	-0.253412	0.476979	0.258819	0.29308	-0.49353	0.365628	0.414401	-0.2184	0.279769	-0.141693	0.761073
SPBC18H10.10c	0.644748	0.178569	0.0994882	0.10149	0.334766	-0.431328	0.216526	0.15684	0.0931398	-0.403315	0.107472	0.101265	0.00336773	-0.623899	-0.71021	0.196791	-0.0605777	0.315915	0.43288	-0.5292	0.0531102
SPBC18H10.11c	-0.543525	0.424047	1.48345	1.36294	0.982677	0.100174	0.0397034	0.461595	0.282658	-0.0355791	0.390185	0.175344	0.170164	-0.0411953	0.217795	0.286924	0.235981	0.508415	0.359106	0.217917	0.536944
SPBC18H10.12c	-0.142138	0.138496	-0.528129	-0.715496	-2.17659	0.0480519	-0.0773678	-0.182619	-0.203507	-0.0222342	-0.0409147	0.0149172	0.0274744	0.0284597	-0.115202	-0.154819	-0.153988	0.113878	0.185563	0.115262	0.277971
SPBC18H10.13	-0.128077	-0.0233757	-0.525676	-0.48987	-2.67257	0.126711	-0.131008	0.0275198	0.0769252	-0.154711	-0.0677626	0.0419559	-0.089141	0.0371076	0.0225553	0.333175	0.153296	-0.0879905	-0.0407385	0.0494781	0.121248
SPBC18H10.14	-0.0476558	0.0850543	-0.3809	-0.549145	-1.52928	0.260986	0.0528754	0.113077	0.170687	-0.151611	-0.0221491	-0.0313014	-0.0598058	-0.05711	-0.116767	-0.0718995	-0.0788038	-0.0584079	-0.0414971	-0.172403	-0.236844
SPBC18H10.15	0.422033	-0.540266	-0.387047	-0.332236	-0.458412	0.0272871	-1.02742	-0.827994	-0.330786	-0.0874577	-0.480316	-0.089665	0.0617737	0.167058	-0.293292	-0.498564	-0.11018	0.445226	0.237971	-0.232343	-0.488706
SPBC18H10.16	0.207047	-0.0968008	-0.835166	-0.965869	-0.723833	-0.0932453	-0.0260269	0.0922923	-0.0293082	-0.0202046	0.120896	0.224516	0.104631	-0.03711	-0.212632	0.054731	0.0632139	-0.119974	0.160406	-0.198432	-0.15414
SPBC18H10.17c	-0.781898	0.0647915	-0.110389	-0.114767	-0.246865	0.650852	0.456781	0.357404	0.284732	-0.152248	-0.212675	-0.0614425	-0.138687	-0.120612	-0.225073	-0.127157	-0.0795534	-0.110032	-0.202337	-0.279881	-0.0683732
SPBC18H10.19	0.110432	-0.137728	-0.252136	-0.232396	-0.332344	-0.36458	-0.152766	-0.304405	-0.113894	-0.615028	-0.187902	-0.0829103	-0.110588	-0.559913	-0.249489	-0.152798	-0.113712	0.00392985	-0.180504	-0.381259	0.0560164
SPBC18H10.20c	0.862539	-1.5575	-2.31148	-2.18117	-1.92616	-1.62603	-1.44033	-1.30262	-0.659145	-1.49285	-1.57576	-0.193365	-0.18702	-0.544572	-1.666	-0.974186	-0.379014	-0.00795908	-0.146739	-0.811006	-1.00754
SPBC1921.01c	-0.00810152	0.035371	-0.187922	-0.0974246	-0.876652	1.1198	0.783062	0.740378	1.06746	-0.0492405	-0.0512501	0.113128	0.100052	0.00244918	-0.0824307	-0.0874626	0.0566174	0.012842	-0.0515908	-0.114354	0.101083
SPBC1921.02	0.0241526	-0.207874	-0.121072	-0.00764169	-0.00185528	0.270718	0.468547	0.374113	0.219332	-0.113089	0.117168	-0.12509	0.0194346	-0.397357	0.0614595	-0.11127	-0.228434	-0.111304	-0.229082	-0.237914	-0.14373
SPBC1921.03c	0.355313	-0.843686	-0.617676	-0.16774	-0.0678994	-0.401491	-0.347221	-0.206999	-0.118635	-0.117175	-0.549397	-0.0245681	0.107003	0.388264	-0.0533926	-0.3526	-0.0555316	0.0910176	0.361906	0.716724	-0.345331
SPBC1921.05	-1.01214	0.616105	1.2697	1.18123	0.527888	0.122267	0.555342	0.869783	0.587103	0.18715	0.48091	0.369169	0.168576	0.119213	0.435822	0.601478	0.470462	-0.0700628	0.0198123	0.265652	0.514882
SPBC1921.06c	0.444591	-0.0280867	-0.521048	-0.439722	-0.0678431	-0.568797	-0.682663	-0.606026	-0.605963	-0.157871	0.072642	-0.061523	0.00913459	-0.308101	0.561649	-0.0618159	0.05289	-0.174143	-0.508485	0.479579	-0.172086
SPBC1921.07c	-0.0359026	-0.321571	-0.00622827	-0.0603937	0.201328	0.715675	0.759336	0.532461	0.652551	-0.172601	-0.379173	-0.19335	-0.193773	-0.275762	-0.284733	-0.639786	-0.490826	0.177581	0.172741	-0.147126	-0.482388
SPBC19C2.01	0.0161063	-0.539828	-1.32033	-1.4333	-1.04665	-0.226691	-0.186009	-0.309377	-0.207231	-0.327679	-0.264378	-0.198628	-0.105061	-0.415345	-0.402645	-0.441872	-0.190166	-0.00883548	0.10062	-0.400253	-0.369163
SPBC19C2.02	-0.358425	-0.319729	-1.04375	-1.4032	-1.20265	-0.0520533	-0.732906	-0.219933	0.354265	-0.76426	-0.716531	-0.0257511	-0.0699803	-0.105817	-1.14283	-0.205998	-0.135422	0.546046	0.562749	-0.18432	-0.33313
SPBC19C2.03	0.603458	-0.937076	-2.05818	-2.21894	-1.73861	1.48494	0.753685	0.771962	1.43575	-0.411303	-0.969713	-0.333346	0.0260473	-0.386188	-0.823611	-1.0794	-0.49237	-0.119322	-0.0659474	-0.653419	-1.12107
SPBC19C2.04c	-0.579149	0.927005	2.23752	3.19024	3.00281	0.30434	-0.879325	-1.63754	-1.39274	-0.220214	-0.912188	-0.398876	-0.459804	-0.366243	0.143452	-0.592156	-0.56946	-0.344225	-0.871063	0.550969	-0.405269
SPBC19C2.05	-0.383761	-0.261744	0.262967	0.686614	1.07962	-0.242085	0.450112	-0.738746	-0.547305	-0.0823063	0.0649648	-0.127219	-0.223444	-0.832802	0.136321	0.345086	-0.0316172	-0.106159	-0.308975	0.0153197	0.762206
SPBC19C2.07	-0.800115	-0.220394	-0.498221	-0.459329	-0.302909	0.0728776	0.247821	0.204643	-0.471135	0.208679	0.30086	0.324057	0.313265	0.106155	0.248791	0.711992	0.474153	-0.0693804	-0.0801625	0.261414	0.770206
SPBC19C2.08	-0.73366	-0.350002	-0.375582	-0.426139	-0.530499	0.218949	-0.0717727	-0.162271	-0.0482299	0.289728	-0.0645642	-0.0889742	-0.154892	0.148625	-0.126755	-0.13369	-0.175799	0.749322	0.462054	0.20671	-0.245571
SPBC19C2.09	1.06997	-0.343582	-0.152935	-0.155725	0.386609	-0.196153	-0.901099	-0.5778	-0.36979	0.200043	-0.15053	0.0184611	0.0454785	0.461999	0.407736	0.146531	0.138927	0.171527	0.334012	0.479902	-0.0140108
SPBC19C2.10	-0.0840822	0.224224	-0.196868	0.0161339	0.0352596	-0.0976686	-0.0865682	-0.473821	-0.28239	0.112613	-0.190967	0.0923131	0.196502	0.373686	0.221913	0.27871	0.446104	0.26702	0.487252	0.316069	0.548689
SPBC19C2.11c	0.0951577	0.678515	1.82616	2.33687	2.8372	0.356317	0.848329	-0.228904	-0.536414	0.131497	0.289812	-0.0279624	-0.00977729	0.119839	0.208512	0.325058	-0.0308089	0.048159	0.0225272	0.546541	0.813445
SPBC19C2.12	0.299872	0.12835	0.546529	0.531093	0.552009	1.05209	1.0966	0.741995	0.626357	0.149328	0.305743	-0.0218401	0.0623035	0.0255569	0.346422	0.0926718	-0.0796785	-0.0370505	0.0428233	0.199856	0.211526
SPBC19C2.13c	1.63257	-2.11893	-1.93844	-1.76385	-1.33855	-1.64968	-1.633	-1.11174	-0.575142	-0.938863	-1.42093	-0.031382	-0.0327927	-0.106002	-1.39604	-0.936629	-0.620387	0.038988	0.173599	-0.291574	-1.10021
SPBC19C2.14	-0.135398	-0.211772	-0.988118	-1.23238	-0.972445	1.59683	1.34078	1.42441	1.65362	-0.0547167	-0.0194211	-0.216007	0.109692	-0.149632	-0.0902304	-0.543743	-0.280044	-0.145132	-0.014221	-0.151181	-0.541124
SPBC19C2.15c	0.2313	-0.308005	-1.0899	-1.73032	-1.1511	0.0934262	-0.515321	-0.476711	-0.0216481	-0.123689	-0.287701	-0.266717	-0.0782893	-0.050801	-0.277735	-0.501677	-0.308566	0.0995991	0.130472	-0.475965	-0.741036
SPBC19C7.01	0.426855	-0.642557	-1.49376	-1.68126	-1.00421	1.02506	1.00224	1.27363	1.65418	-0.167077	-0.471328	-0.0817824	-0.0949989	-0.31536	-0.664153	-0.45851	-0.0344437	-0.0562194	-0.277959	-0.669539	-0.513989
SPBC19C7.02	0.449438	-0.0721258	-0.203431	-0.235935	0.033544	-0.0876106	0.782179	0.606786	0.196653	0.0138953	0.187275	0.156733	0.0264589	0.0517721	0.00532099	0.0543205	-0.0771491	0.00824895	0.0185532	0.16581	0.417383
SPBC19C7.03	0.199784	0.518686	1.3048	1.34982	0.746423	0.212779	0.535709	0.452152	0.0754886	-0.0194555	0.356184	0.162886	0.0425083	0.071685	0.0700995	0.491897	0.182466	0.0377355	0.105463	0.138938	0.575937
SPBC19C7.04c	0.28676	2.69527	2.4471	3.53169	4.84569	3.39624	2.7082	2.1535	2.7723	0.489922	0.45092	0.223622	1.47126	0.0865743	0.122381	1.74619	2.40787	-0.0703519	0.06146	1.74366	2.9637
SPBC19C7.05	0.116367	-0.570454	-1.39479	-1.05526	-0.573075	-0.526978	-0.590134	-0.848798	-0.413761	-1.2938	-0.573445	0.117948	0.0862056	-1.51211	-0.941602	0.317679	0.426482	-0.120466	-0.620023	-0.41781	-0.238365
SPBC19C7.06	0.0375597	-0.616876	-2.45371	-2.57526	-2.08636	-0.313368	-0.734701	-0.934037	-0.326602	-0.191041	-0.405788	-0.40191	-0.214756	0.00458682	-0.258681	-0.654001	-0.179279	-0.0323867	0.0584475	-0.28234	-1.0363
SPBC19C7.07c	0.201829	-0.675067	-1.02897	-1.14452	-0.919886	-0.461424	-0.48216	-0.0398401	0.194018	-0.207271	-0.464952	-0.0766406	-0.0252646	-0.294545	-0.621305	-0.715177	-0.388582	0.00605463	-0.129683	-0.474831	-0.783785
SPBC19C7.08c	1.11665	-0.543958	-1.03089	-1.04548	-0.964955	-0.0292722	0.296605	0.000464514	-0.0383795	0.471783	0.579057	0.212956	0.162461	0.467355	0.544966	0.0808188	-0.0713039	0.021238	-0.0720089	0.0512023	0.103263
SPBC19C7.09c	0.519727	-0.0863535	1.38914	1.33263	0.9767	-0.299951	-0.231198	0.159593	-0.701576	0.362991	1.3093	-0.136183	-0.139682	-0.0491896	1.07812	0.783363	0.335509	-0.0265746	-0.151973	0.734206	0.881118
SPBC19C7.10	-1.25936	0.711607	1.31786	1.3064	1.13043	0.277279	0.756875	0.85296	0.0709168	0.448934	0.734294	0.0237264	-0.187514	0.167007	0.531545	0.89758	0.131671	-0.0649155	0.0706401	0.333864	0.408221
SPBC19C7.11	-0.490002	-0.203993	-0.279999	-0.229693	-0.464094	-0.44746	-0.866246	-0.357151	-0.427246	0.158166	0.124548	-0.0457729	0.0762712	0.0918241	0.031849	-0.316189	-0.423481	0.161612	0.00660253	-0.573352	-0.405563
SPBC19C7.12c	-0.244889	-0.21659	-1.32258	-1.36177	-1.23418	-0.379805	-0.967853	-1.09758	-0.490637	-0.240496	-0.14437	0.222087	0.337989	-0.480943	-0.317176	0.407718	0.678365	-0.014402	-0.140028	0.100145	0.824176
SPBC19F5.01c	1.24422	0.798787	1.3117	1.42934	1.82579	-0.932599	0.0215466	-0.200241	-0.536106	-0.011511	0.903582	-0.0515301	0.0816067	-1.27993	1.05058	0.991566	0.58353	0.00320097	-0.65624	1.07356	1.44694
SPBC19F5.02c	0.938149	-1.21208	-2.79326	-2.91047	-2.41159	-0.843962	-1.53455	-1.40316	-0.574138	-0.392582	-1.18358	-0.253146	-0.061976	-0.138401	-0.80355	-1.14545	-0.426001	-0.196141	0.0114493	-0.473902	-1.31595
SPBC19F5.03	0.156745	0.294402	-0.538584	-0.511205	-0.399391	-0.168377	-0.362658	-0.248807	-0.205455	0.146983	0.408132	0.223859	0.199928	0.169419	0.284188	0.605556	0.485038	0.0173628	0.153412	0.117156	0.752869
SPBC19F5.04	0.357048	-0.452009	-0.53885	-0.123663	0.669939	-0.0687727	0.224847	-0.424861	-0.727747	-0.125457	-0.170109	-0.200152	-0.381502	-0.0964056	-0.151549	-0.362686	-0.587292	0.0261264	0.0461849	-0.0266049	-0.496126
SPBC19F5.05c	0.819626	-1.83959	-3.39855	-3.39996	-2.74997	-1.17451	-1.50174	-1.14482	-0.340377	-0.799538	-1.68231	-0.352975	-0.173288	-0.345278	-1.56157	-1.25226	-0.397255	-0.000129251	-0.101465	-0.83105	-1.22641
SPBC19F8.01c	-1.26267	0.856485	0.00411354	-0.204682	0.301051	0.299912	0.127826	0.351806	0.676762	0.102071	0.0941876	0.143647	0.182973	0.62382	0.43878	0.247768	0.513141	0.028216	0.464539	0.994936	0.427513
SPBC19F8.02	-0.140069	-0.224848	-0.821217	-1.31711	-0.897986	1.66952	1.85704	1.67393	1.59725	0.00720243	-0.0396276	-0.266389	-0.150237	-0.129216	-0.216492	-0.585717	-0.569383	-0.276294	-0.414262	-0.622511	-0.767402
SPBC19F8.03c	-0.722963	0.383997	0.711212	0.752663	0.657216	0.589159	0.72094	0.1599	0.0862988	0.0580988	0.147383	0.100697	0.0576893	0.0542634	0.142384	0.48063	0.447594	0.0393857	0.0164867	0.29857	0.663438
SPBC19F8.04c	-0.451312	0.414676	0.589823	0.651582	0.471306	-0.149117	-0.474444	-0.864689	-0.971248	0.337525	0.307178	-0.160453	-0.144103	0.259173	0.255811	-0.218418	-0.418161	0.10342	0.185638	0.0844773	-0.590518
SPBC19F8.05	-0.253696	0.166326	-0.482535	-0.564917	-0.394305	-0.0301987	-0.165933	-0.170008	-0.0042859	0.237081	0.108305	0.0362091	-0.00270285	-0.0351572	0.167404	0.320972	0.0932246	-0.0830617	-0.248207	0.266451	0.249544
SPBC19F8.06c	1.74115	0.0544139	1.13098	1.67722	2.20237	-0.180256	0.502016	0.421164	0.429016	0.0749783	0.0369833	-0.184199	-0.15938	-0.0734792	0.548755	1.20756	0.334857	-0.305927	-1.22011	-0.266186	1.21383
SPBC19F8.07	0.0118349	0.346639	1.1242	1.2894	1.08267	-0.364339	-1.0389	-0.686095	-0.431014	-0.187294	-0.220512	-0.0300434	-0.0502471	0.0848079	-0.0718204	0.276815	0.201487	0.0473646	0.187624	0.188268	0.633709
SPBC19F8.08	-0.0290843	0.147604	0.175732	0.376801	-0.5329	-0.15542	-0.415963	-0.436884	-0.409775	-0.0630103	0.0319563	0.0757826	-0.072358	0.131934	0.138468	0.321247	0.196066	0.0131549	0.0344643	0.00739262	0.0173247
SPBC19G7.01c	-0.275994	0.160395	0.239312	-0.0654549	-0.353698	0.138098	0.154045	0.0632157	0.0881273	0.136159	0.302771	0.0231201	0.0760649	0.218116	0.290562	0.0244448	0.107923	0.164458	0.285779	0.224612	0.288575
SPBC19G7.02	0.520663	0.0889287	0.301415	-0.161253	0.210481	1.09189	1.06407	0.873421	1.10986	0.675446	-0.02126	0.138445	-0.481498	0.166138	-0.157299	0.173617	-0.15845	-0.534382	-0.724367	-0.963705	-0.170075
SPBC19G7.03c	0.369107	0.14966	-0.199505	-0.236269	-0.835752	1.718	1.32	1.12001	1.74149	-0.0726505	0.0821871	0.0750472	0.0676115	-0.206739	-0.0688559	-0.0912988	-0.0836824	-0.106509	-0.0622537	-0.170791	0.0354575
SPBC19G7.04	-0.00419391	-0.160187	-5.33605	-5.53605	-4.1226	0.278489	-2.2235	-0.770446	0.301355	-0.224351	-1.90575	0.454266	0.304711	-0.159194	-1.37738	-0.815932	0.176729	0.101913	0.000260743	-0.639029	-2.30807
SPBC19G7.05c	0.641922	-0.377957	-1.09221	-0.96758	-0.177978	-0.601522	-1.10041	-1.02456	-0.478326	-0.446734	-0.609684	0.0837525	0.216743	-0.584121	-0.424198	-0.163042	0.292125	-0.027823	-0.373638	-0.0577799	0.164203
SPBC19G7.06	0.939899	-0.676856	-1.66325	-1.69055	-1.10512	-0.766395	-0.702993	-0.629489	-0.279101	-1.44699	-0.408916	-0.00562276	0.0147532	-2.37917	-0.825572	-0.40455	-0.0761566	-0.565042	-1.39852	-0.542314	-0.349432
SPBC19G7.07c	0.888993	-0.236593	-0.789795	-1.27178	-1.20245	-0.391523	-0.642395	-0.502314	-0.34613	-0.293667	-0.532478	-0.227764	-0.156751	-0.204103	-0.675775	-0.678049	-0.278056	-0.00278389	-0.252058	-0.936208	-0.365736
SPBC19G7.08c	0.023949	-0.555462	0.491358	0.774059	0.52479	-0.157385	0.0420926	-0.572484	-0.775455	0.699918	0.695178	0.111724	-0.139171	0.539335	1.0788	0.522907	0.0841351	-0.0335628	0.0969069	1.07449	0.327533
SPBC19G7.09	-0.604607	-0.0323661	-0.802751	-0.881487	-0.493495	0.145524	-0.291318	-0.589088	-0.416467	0.0396307	-0.206795	-0.0670034	-0.0534304	0.0868724	0.145893	-0.425557	0.0109135	-0.0247676	-0.0609145	0.683663	-0.246445
SPBC19G7.10c	-0.448664	0.235016	0.275268	0.145888	-0.186359	-0.0426626	-0.272702	-0.180133	0.0870405	-0.0065114	-0.0656025	-0.0286614	-0.0207195	0.0228008	-0.0647272	-0.1167	-0.00608114	0.0658687	0.0641988	-0.0570561	-0.11621
SPBC19G7.13	1.66575	-0.427718	0.134624	0.371299	0.64044	-0.524987	-0.36447	-0.241552	-0.0840039	-0.375885	-0.553951	0.114944	0.0900149	-0.116559	-0.381782	-0.261629	0.00272644	-0.0857763	0.0393096	-0.0191822	-0.255727
SPBC19G7.14c	-0.256878	-0.31767	-0.571617	-0.871339	-0.53393	-0.157204	-0.282875	-0.260785	-0.138941	-0.3815	-0.40348	-0.0879893	-0.112846	-0.465698	-0.703141	-0.286746	-0.150539	0.0101487	-0.330103	-0.623693	-0.209995
SPBC19G7.15	-0.0442816	-0.165647	-0.920848	-1.11817	-0.953063	0.0929964	-0.224437	-0.155712	0.122675	-0.30479	-0.245147	-0.0863088	-0.0835995	-0.102786	-0.295585	0.0682986	0.0932959	0.0192964	-0.154474	-0.243693	-0.184651
SPBC19G7.16	0.299365	0.250836	0.176324	0.180874	-0.0382482	0.226476	0.349769	0.018275	-0.146455	0.251781	0.288557	-0.0419356	0.0887101	0.228612	0.291541	0.0954271	0.133812	-0.181927	-0.0976763	0.127804	-0.0171092
SPBC19G7.17	-0.331965	-0.108057	-1.25815	-1.4421	-1.30398	-0.590918	-0.906234	-1.08215	-0.584103	-0.17273	-0.0611017	-0.0657307	-0.0985236	-0.0244349	0.0123413	-0.308014	-0.150535	0.0111308	0.0910773	-0.0168737	-0.671759
SPBC19G7.18c	0.106195	1.07023	2.60075	2.64659	2.37003	0.551319	1.05771	1.41426	0.872014	0.509636	1.02148	0.537203	0.415955	0.29516	0.890262	1.00301	0.657293	0.0083494	0.104468	0.803042	1.36194
SPBC1A4.01	-0.441364	0.246859	0.503543	-0.110621	-0.775797	0.994047	0.929814	1.20998	1.34708	0.154899	-0.123757	0.268005	0.28674	0.78892	0.0649242	0.531559	0.308629	0.747859	0.949919	0.3444	0.345279
SPBC1A4.02c	-0.283816	0.101418	-0.768485	-0.802219	-0.486123	-0.189268	-0.314483	-0.445042	-0.24066	-0.0403953	-0.101379	-0.0828761	-0.109453	-0.138077	-0.0535453	-0.441423	-0.285804	0.0186656	0.0560341	-0.209564	-0.809474
SPBC1A4.03c	0.304461	0.10171	-0.717543	-0.921466	-0.626098	0.139957	-0.333875	-0.162412	0.263014	-0.145493	-0.375669	0.0178173	-0.0359069	-0.272244	-0.468554	-0.305974	-0.03388	-0.089843	-0.378304	-0.684862	-0.326691
SPBC1A4.05	-0.0197111	-0.231925	-0.832714	-1.14202	-0.861294	-0.898425	-0.966499	-0.849319	-0.370813	-1.18992	-0.582068	0.0864559	-0.0591603	-1.61308	-0.926858	-0.225786	-0.112446	0.052238	-0.711683	-1.06219	-0.768206
SPBC1A4.06c	-0.180987	0.372176	1.8228	1.67844	0.984476	0.357597	0.448845	0.436494	-0.000610015	0.180118	0.114271	-0.146593	-0.108446	0.276484	0.159696	-0.250782	-0.119955	0.0219145	0.0740902	-0.147164	-0.296773
SPBC1A4.07c	0.528288	-1.27958	-2.31984	-2.28294	-1.88372	-1.54359	-1.5089	-1.14491	-0.615162	-0.656931	-1.21822	-0.00156842	-0.059845	0.215563	-0.945209	-0.645709	-0.224764	0.212272	0.248067	-0.0776504	-0.682955
SPBC1A4.08c	-0.432358	-0.213887	-0.961181	-1.11606	-0.986506	-0.00541058	-0.235703	-0.394087	-0.0324087	0.0329018	-0.0851336	-0.0612466	0.0106754	0.00304743	-0.0441921	-0.337471	0.00751987	0.0593615	0.035915	0.12807	-0.389395
SPBC1A4.09	0.918868	-0.995631	-0.860982	-0.753765	-0.729964	-1.22008	-1.08839	-0.826791	-0.446228	-0.440686	-0.864001	-0.132948	-0.119975	0.126982	-0.643725	-0.474118	-0.130033	0.0488416	0.080598	-0.425645	-0.637627
SPBC1A4.10c	-0.321977	-0.101631	0.42014	0.661299	0.0748567	0.205995	0.442741	-0.0331218	-0.0443698	-0.139298	-0.370997	-0.0858623	-0.141883	0.0800359	-0.39561	-0.284686	-0.00369497	0.00461691	-0.0319336	-0.1911	-0.251204
SPBC1A4.11c	0.232589	-0.0450409	0.0135954	0.221894	0.0852605	-0.599559	-0.865902	-0.78597	-0.278756	-0.515935	-0.678023	0.042303	0.0571261	0.022908	-0.904449	-0.0525425	0.113553	0.0431121	0.0567129	-0.50982	-0.133003
SPBC1D7.01	0.324336	-0.0294632	0.407304	0.513307	1.07238	0.589534	0.492973	0.709362	0.855796	-0.00741683	-0.127005	-0.0793438	0.066127	0.0658401	-0.0511463	-0.297464	-0.033008	-0.0921388	-0.0344839	0.0854164	-0.182237
SPBC1D7.02c	1.19714	0.813894	-0.947755	-0.431507	-0.0683271	0.647925	-0.725918	-0.652197	-0.412017	0.225653	-0.106581	0.517435	0.151659	-0.020481	0.50855	0.865636	0.672308	0.0182667	-0.320169	0.565038	1.00797
SPBC1D7.03	0.327207	-0.118298	0.327969	0.587854	0.939528	-0.487478	-0.585708	-0.718321	-0.00178974	-0.364985	-0.801633	-0.0815965	-0.0536764	-0.153622	-0.675536	-0.255888	-0.00868964	0.246007	0.159939	0.175923	-0.0460693
SPBC1D7.04	-0.648596	0.44101	0.194348	-0.93419	-1.19043	1.01873	1.1002	1.21115	1.10025	0.0253774	0.103797	0.123392	0.0759689	-0.0136942	-0.074506	0.239337	0.0936621	0.035852	0.0360753	-0.0559604	0.165877
SPBC1D7.05	-0.309384	1.12441	2.22285	2.41178	2.15973	0.273971	1.15748	0.825681	0.276724	0.657675	1.13482	0.187465	0.207648	0.278738	1.15637	0.38794	0.471475	0.918638	1.2914	1.05621	1.26908
SPBC1E8.02	0.875273	-0.0408385	0.337413	0.549634	0.644753	-0.111699	-0.0116432	-0.452135	-0.581541	-0.120704	0.218618	-0.17224	-0.119562	-0.625343	0.117562	0.0130974	-0.29971	0.0862232	-0.279888	-0.0978962	0.037963
SPBC1E8.03c	-1.02749	-0.0890033	-0.916891	-1.10009	-1.73244	-1.56688	-1.15376	-0.873849	-0.725084	-0.790959	-0.212158	0.082889	-0.0229687	-1.68342	-0.601647	-0.229444	-0.0558901	-0.0629429	-1.25783	-0.741953	-0.535049
SPBC1E8.05	-0.44591	0.473572	0.112828	0.710272	0.845533	-0.620382	-1.75209	-1.8185	-0.670463	-0.255979	-0.87982	0.345975	0.331329	-0.0904407	-0.127187	0.0777236	1.05036	-0.0558661	-0.310858	0.290621	0.929448
SPBC20F10.01	-0.308675	-0.968637	-3.87467	-3.84647	-3.43737	-0.333949	-1.20919	-1.58732	-0.693325	-0.150415	-0.945708	-0.568235	-0.27004	0.00995944	-0.543089	-1.1223	-0.312489	0.10752	-0.0600055	-0.487275	-1.54348
SPBC20F10.02c	0.470609	0.264818	0.889771	0.855777	0.734591	-0.0155594	0.289147	0.0539267	-0.281408	0.437629	0.68283	0.207886	0.162715	0.363394	0.623792	0.544937	0.353126	0.0249988	0.235935	0.497473	0.622387
SPBC20F10.03	0.838663	0.505683	3.31151	3.64118	2.47987	2.32673	2.63402	1.01552	-0.0853803	2.56171	2.57145	0.73146	0.520944	2.10425	3.37821	1.44707	1.00666	0.627649	0.836498	3.30224	1.82234
SPBC20F10.04c	0.181077	-0.301063	0.304895	0.00772476	0.16434	0.213339	0.0707815	0.183631	0.300323	-0.195174	-0.205137	-0.0879384	-0.0787286	-0.267814	-0.487585	-0.234868	-0.319638	-0.09182	-0.399852	-0.646186	-0.301101
SPBC20F10.05	0.156271	0.299879	0.729023	0.799902	0.771224	-0.290699	-0.0787071	0.158033	-0.322301	0.0554196	0.144537	-0.368126	-0.123501	0.0809786	0.200005	-0.153756	-0.172563	0.0400769	-0.290334	-0.123692	0.125818
SPBC20F10.06	0.372746	0.149351	0.528595	0.513213	0.543354	0.61982	0.508523	0.387287	0.311806	0.452179	0.448557	0.0462444	0.166115	0.431101	0.987346	0.172849	0.00841539	-0.115491	0.149329	0.72634	0.0680669
SPBC20F10.07	-0.651559	0.190132	0.161485	-0.0188638	0.109061	0.209886	0.862099	0.564326	0.134778	0.213488	0.695949	0.0215863	0.15354	0.102733	0.478603	0.52313	0.277748	0.0345671	-0.0665129	0.290489	0.400217
SPBC20F10.08c	0.22156	-0.0267228	0.528328	0.615054	0.440529	-0.23991	-0.237946	-0.0003792	0.0263889	-0.115428	-0.0565176	-0.0744334	-0.0868505	-0.0997546	-0.116505	-0.123763	-0.0886617	-0.0426106	-0.0780477	-0.0143526	-0.10123
SPBC20F10.09	-0.361886	-0.0696239	-0.547478	-0.673302	-0.609064	0.943448	0.532497	0.510973	1.02345	-0.0124954	-0.196638	-0.137365	0.0985822	0.136956	0.0169779	-0.337034	0.0643238	0.0053219	0.0430726	0.0768557	-0.326984
SPBC20F10.10	0.0229669	0.28853	1.14658	1.38453	0.962814	0.504878	0.930033	0.201876	-0.572718	1.47669	1.31013	0.0971901	0.0774299	0.862893	1.7035	0.658237	0.374711	-0.0284323	0.076492	1.71732	0.665321
SPBC21.01	-0.685112	0.0838723	-0.207118	-0.279267	-0.40098	-0.0351729	-0.0475436	-0.531014	-0.309133	0.00582997	-0.32873	-0.418996	-0.22067	0.141581	0.0869712	-0.682999	-0.354543	-0.159517	-0.136832	0.41033	-0.41592
