Name	Spom_LAG	Spom_LL	Spom_DS	Spom_PS	Spom_PLAT	Spom_HS5	Spom_HS15	Spom_HS30	Spom_HS60	Spom_0.2MKCl.10	Spom_0.2MKCl.20	Spom_0.2MKCl.40	Spom_0.2MKCl.80	Spom_0.4MKCl.10	Spom_0.4MKCl.20	Spom_0.4MKCl.40	Spom_0.4MKCl.80	Spom_0.8MKCl.10	Spom_0.8MKCl.20	Spom_0.8MKCl.40	Spom_0.8MKCl.80
SPAC1002.01	1.2605	-0.190484	-0.220867	-0.0299187	0.904228	-0.564143	-1.10142	-1.05935	-1.1602	-0.355711	-0.702445	-0.641605	-0.783476	0.195772	-0.206355	-0.52322	-0.499229	0.219554	0.123586	-0.38729	0.427459
SPAC1002.02	0.282984	0.277657	0.264984	0.206444	0.496251	0.335607	0.0580707	-0.461011	-0.377552	0.0698588	-0.0666273	-0.161101	-0.275312	0.00691669	0.00703459	-0.0677886	-0.149748	0.0486017	0.0363056	-0.334048	0.454208
SPAC1002.03c	-0.0799739	-0.0986093	-0.0296761	-0.236133	-0.0727616	-0.103681	-0.0954258	0.0395591	0.353694	-0.101653	-0.00936203	0.0478233	0.0334446	0.00856181	-0.0438502	0.0266268	0.222548	-0.00259159	0.0955192	-0.114094	-0.0144453
SPAC1002.04c	0.376502	0.171997	0.283575	0.156669	0.132849	0.974392	1.13061	0.682019	0.560772	0.191618	0.310814	-0.154242	0.0715248	-0.248676	0.350436	-0.0985565	-0.0873973	-0.0718066	-0.00746767	-0.302303	-0.163344
SPAC1002.05c	0.729931	0.793725	1.93989	1.97817	2.36768	0.355537	0.704709	0.258788	-0.0834927	0.143606	0.610124	-0.0440046	0.18948	-0.952299	0.572197	0.36759	0.0998166	-0.114123	0.407488	0.842887	0.78836
SPAC1002.06c	0.899029	0.854382	0.988181	1.07684	1.31234	0.599644	1.29239	0.294584	-0.113374	0.0645995	0.853943	1.00001	0.0508864	0.379157	0.532089	1.44298	0.482103	1.51363	1.69879	0.39715	1.18155
SPAC1002.07c	-0.872581	-0.0500099	-1.58874	-2.23108	-1.5969	1.13266	2.01006	2.39792	2.53354	0.137335	0.158725	0.221689	0.0307513	0.203743	0.219879	0.025475	0.213903	0.0111495	-0.0554769	-0.0260035	-0.177199
SPAC1002.08c	0.0208814	-0.0396144	-0.0732595	0.0331893	-0.0354525	-0.95408	-0.714869	-0.663672	-0.525234	0.0247545	-0.0625031	-0.0283795	-0.0120269	0.340323	0.334011	0.22895	0.193271	0.203217	0.0589155	0.491996	0.329283
SPAC1002.09c	-1.32468	0.572673	1.22253	1.34423	1.52089	0.125871	0.527809	0.687863	0.114566	0.165768	0.29936	0.322481	-0.0707009	0.118962	0.215363	0.437078	0.0100673	0.00451127	0.0632961	0.287485	0.455558
SPAC1002.10c	0.0641059	-0.129432	-1.3256	-1.40926	-0.462986	-0.19495	0.421811	0.558741	0.335634	0.0573171	0.278851	0.0353684	-0.0252965	-0.0347436	0.084039	0.32488	0.132447	-0.065395	0.0721486	-0.0601207	0.491016
SPAC1002.11	-0.0411374	-0.126358	-0.602687	-0.800926	-0.811649	-0.60486	-0.171985	-0.192938	-0.330259	0.396399	0.859449	0.425149	0.357567	0.0304223	0.533794	0.763079	0.26436	0.0449168	-0.28638	-0.252131	0.524924
SPAC1002.12c	-0.59009	0.808381	1.99321	2.07058	2.20717	0.227052	0.534811	0.624423	0.079533	0.137216	0.328463	-0.0894695	-0.0776677	0.375518	0.409429	0.467204	-0.0026682	0.560235	0.520079	0.566924	0.777403
SPAC1002.13c	-0.106669	-0.445647	-1.71406	-1.36188	-1.00702	-1.64666	-1.86927	-1.37128	-0.695994	-1.13169	-0.764977	0.369984	0.10048	-0.494738	-1.08463	0.169568	0.277587	0.00466587	-0.219649	-0.423491	-0.631876
SPAC1002.14	1.53738	-0.367462	0.773294	0.898678	0.738148	0.0970087	0.0524873	0.0593137	-0.2509	0.246777	0.0949357	0.0981231	0.0883382	0.352059	0.503345	0.170209	-0.124114	-0.0959413	0.229321	1.19599	0.35201
SPAC1002.15c	0.0679793	0.0121911	-0.0654348	-0.0300096	-0.302997	-0.02023	-0.404497	-0.366778	-0.184416	0.0154975	-0.264009	-0.137866	-0.167125	0.000894091	-0.0612645	-0.0352053	-0.107525	-0.0551447	-0.213398	-0.0487911	-0.151798
SPAC1002.16c	-0.48332	-0.333206	-0.281511	-0.191319	1.12973	-1.74237	-2.96055	-2.71723	-1.6496	-0.670558	-1.02228	-0.674238	-0.420887	-0.221833	-0.263196	-0.818453	-1.40946	-0.145681	-0.733979	-0.17165	-0.952427
SPAC1002.17c	6.48051	3.9427	2.74344	3.4956	4.35509	3.51497	3.24193	0.327109	-2.98114	0.508245	2.8571	2.97523	-1.43922	0.155562	0.495169	3.66563	-0.00627953	0.020182	0.148725	-0.0527362	4.67225
SPAC1002.18	1.42909	0.59791	0.340843	0.232718	0.557208	0.951097	0.675226	-0.256187	-0.498373	0.13845	0.940612	0.821528	-0.570733	0.0861505	-0.122712	1.07842	-0.687713	0.0210546	0.136001	-0.249832	1.78079
SPAC1002.19	8.70593	3.89683	3.67174	5.08307	5.7018	4.14324	4.01317	1.6126	-1.7977	0.387488	3.22192	3.32311	-1.84105	0.188944	0.744936	3.83467	-0.0459118	0.0897952	0.170761	0.0242197	5.72515
SPAC1006.01	-0.767929	1.31807	2.31823	2.51361	2.25977	0.371861	0.873057	0.827846	0.0874339	0.704577	1.07891	0.356268	0.299038	0.500908	1.15224	1.34606	0.793314	0.000153034	0.0998882	1.30975	2.08612
SPAC1006.02	-0.29472	-0.271791	-0.326271	-0.520475	-0.767273	-0.234181	-0.810965	-0.530385	-0.167374	0.139237	-0.240091	-0.176767	0.0641156	0.308701	0.109229	-0.46317	-0.233307	0.21271	0.375749	0.340043	-0.214596
SPAC1006.03c	0.840009	-0.459088	0.115609	0.1303	0.339569	-0.691177	-0.264475	-0.0822279	0.130158	-0.936937	-0.470237	0.0491451	-0.0121852	-1.33044	-0.999539	-0.276969	-0.00301275	-0.0356196	-0.24531	-0.555416	-0.425762
SPAC1006.05c	-0.514127	0.690033	0.822608	1.12601	0.94593	-0.372965	-0.568831	-0.510136	-0.470897	0.0687063	0.211905	0.13794	0.117721	0.153383	0.329306	0.557894	0.442392	0.182427	0.094981	0.47867	0.814918
SPAC1006.06	0.265043	-0.140136	-0.293511	-0.169355	-0.24935	-0.516978	-0.852766	-0.772188	-0.453029	-0.138932	-0.26898	-0.0185389	0.068969	-0.12982	-0.315157	0.00110545	0.248898	-0.0741343	-0.23194	-0.309075	0.138137
SPAC1006.07	0.268561	-0.196505	-1.71073	-1.78856	-1.54692	-0.708469	-0.996555	-1.11131	-0.715148	-0.0106428	-0.0951517	-0.162508	-0.049353	0.00476386	-0.0272866	-0.352202	-0.0537282	-0.0178119	0.009951	0.028643	-0.216323
SPAC1006.08	-1.49981	0.0244504	-1.88897	-2.08234	-2.29157	-0.223815	-1.52875	-0.567282	-0.222566	-0.674907	-1.02352	0.319954	0.155764	-0.348482	-1.00769	-0.757038	0.0125132	0.465467	0.391923	-0.409474	-1.48615
SPAC1006.09	0.872519	0.319262	-0.556605	-0.714415	0.0918094	-0.598929	-0.854621	-0.633156	-0.493517	-0.409152	-0.409749	0.178324	0.0965213	-0.449565	-0.420156	-0.143185	0.0745707	-0.183507	-0.219979	-0.40927	-0.0670102
SPAC1039.01	-0.126738	-0.0812137	-0.536404	-0.734608	-1.43658	-0.964712	-1.33491	-1.2326	-1.31949	-0.436481	0.539434	-0.509895	-0.862965	-0.618811	-0.658041	0.127192	-1.22899	0.00802818	-0.0906074	-0.88024	-0.742273
SPAC1039.02	0.27007	-1.76869	-4.35695	-5.13798	-4.40406	-0.0116904	-2.16978	-0.85157	-2.69048	0.0792744	0.915731	0.425221	-0.620758	-0.619146	-0.174617	0.692006	-1.30939	-0.0297148	-0.796169	-1.48031	-1.16818
SPAC1039.03	0.282352	0.117786	0.150295	0.166484	0.284634	-0.476512	0.091045	0.435248	0.258372	-0.544023	-0.0934479	0.00164544	-0.137912	-0.600405	-0.444807	0.0324795	-0.111639	-0.0447561	-0.223524	-0.770194	0.22821
SPAC1039.04	-1.51808	0.0456111	-0.737468	-0.785756	-0.422264	-0.963437	-1.28878	-1.08016	-1.20251	-0.166464	0.0446414	-0.180279	-0.167024	-0.26124	-0.0879903	-0.0134077	-0.23614	-0.0480627	-0.101358	-0.307268	-0.276051
SPAC1039.05c	-0.323449	0.204182	0.631732	0.638161	0.475851	-0.427958	-0.0766715	-0.295187	-0.347839	-0.626015	0.310553	-0.136646	-0.169372	-0.466154	-0.627693	0.454217	-0.10371	0.12984	-0.0754474	-0.561132	0.215561
SPAC1039.06	-1.16257	0.0960863	0.0673162	-0.15984	-0.415419	-0.356173	-0.343599	-0.424077	-0.347158	-0.191795	-0.213014	-0.175843	-0.265109	-0.102452	-0.527276	-0.0632953	-0.51242	0.0802103	0.348915	-0.0141524	0.3231
SPAC1039.09	3.0023	1.32561	1.98099	2.45503	2.22412	-0.360116	-1.57089	-1.3409	-0.357246	-1.68442	1.60614	0.766422	-0.642944	-0.393051	-1.14465	3.13093	-0.759077	-0.536832	0.454733	-0.903833	3.13181
SPAC1039.10	0.5309	0.92727	0.988335	0.526305	-0.493312	1.11991	1.96034	2.0529	1.69843	-0.357383	0.983255	1.00846	0.546079	0.944448	0.560596	2.31194	1.82163	-0.269065	-0.102283	-0.812813	0.88786
SPAC1039.11c	-1.63771	0.301521	0.337547	0.379448	0.203014	0.244351	0.377074	0.112997	0.132802	-0.130146	0.0875473	-0.219823	-0.223104	-0.0301155	-0.0235433	0.112948	-0.195425	-0.00667559	-0.0320788	0.019609	0.391667
SPAC105.01c	0.485991	-0.130722	0.172263	0.341986	0.538251	-1.55646	-0.807763	-0.290339	-0.420209	-0.833363	-0.184918	0.149838	-0.107816	-0.145494	-0.657674	-0.135626	-0.308288	-0.151463	-0.123634	-0.751491	-0.339204
SPAC105.02c	-0.58814	-0.109239	-0.317745	0.2243	0.118446	-0.267753	-0.0656684	0.229472	0.318059	0.0705106	0.00474077	0.172904	0.0453644	0.178355	-0.0981296	0.515023	0.403085	0.0702729	0.0381466	0.0880431	0.398572
SPAC105.03c	-0.402049	0.226799	0.864927	1.1333	1.10882	-0.655399	-1.04245	-0.483553	-0.5766	-0.237566	-0.272426	0.14041	-0.07699	-0.207337	-0.636354	-0.0673441	-0.216705	0.082825	0.0162469	-0.683666	-0.000809064
SPAC1071.01c	0.21529	0.0146343	0.428968	0.625647	0.207145	-0.0182613	-0.152992	-0.227018	-0.263329	0.121632	0.110687	0.112305	0.177152	0.168563	-0.0286889	0.0311668	0.126152	0.0207394	0.00361818	-0.284184	-0.188889
SPAC1071.02	0.36703	-0.279098	0.302206	0.333615	-0.130424	-0.231731	-0.479081	-0.5662	-0.421568	0.12399	5.54592e-05	0.00585952	0.0892426	0.179285	0.145476	-0.288671	0.0214756	-0.0712092	0.12295	0.0760759	-0.0656759
SPAC1071.03c	0.267179	0.0138251	-0.436657	-0.409282	-0.442864	-0.367462	-0.661715	-0.811891	-0.46747	0.0512219	-0.0626779	-0.0263896	-0.0477008	0.229797	0.131883	-0.200767	-0.0896674	0.0386082	0.165044	0.152388	-0.0516858
SPAC1071.04c	-0.665145	0.281809	0.184243	0.408764	0.544322	-0.324269	-0.511325	-0.899006	-0.686924	0.138845	-0.146139	-0.0105311	-0.108295	0.540196	0.0564304	0.0349163	0.240713	0.101958	0.351365	0.383946	0.23447
SPAC1071.05	0.0409137	-0.433902	-0.739421	-0.313206	-0.946415	-0.780619	-1.04323	-0.861381	-0.679112	-0.319164	-0.555452	-0.160591	-0.216763	0.00412076	-0.286931	-0.240987	-0.00521921	0.00639566	-0.100814	-0.389914	-0.593506
SPAC1071.06	-0.340723	0.143632	-0.196527	-0.419481	-0.439488	0.23213	-0.138506	-0.197241	-0.0821811	-0.0337184	-0.0395019	0.0698148	0.0334822	0.0802928	-0.0508018	-0.0356155	0.061432	-0.0538334	-0.00772526	-0.285086	-0.27478
SPAC1071.07c	-0.265238	-0.300844	-0.159024	-0.134758	-2.14166	0.702865	0.461288	0.238937	0.629845	-0.0209081	-0.0160412	0.0279355	0.00859074	-0.110211	-0.0743096	-0.0785021	-0.0645875	-0.0577654	-0.0060586	-0.0334689	-0.352579
SPAC1071.08	-0.322082	-0.325576	-2.68825	-3.74295	-5.29934	1.14734	0.877376	0.773019	1.0836	-0.0461528	-0.124026	-0.0997859	-0.0953819	-0.00692815	-0.0694199	-0.184724	-0.324532	0.0256852	-0.120434	-0.301463	-0.697885
SPAC1071.09c	-1.11689	-0.220056	-1.04026	-1.10628	-1.02135	0.498392	0.0525243	-0.379869	0.0590401	0.169039	-0.301461	-0.321156	-0.0476912	0.335863	-0.116049	-0.726908	-0.0542832	0.572744	0.590657	0.322458	-0.71227
SPAC1071.10c	-0.11019	-0.379508	-0.976077	-0.318026	-0.00218923	-0.787629	-1.55421	-1.57918	-1.0929	-0.7907	-0.948218	-0.404782	-0.120755	-0.530987	-1.39653	-0.354329	-0.0911557	-0.139505	-0.169292	-0.899887	-0.745393
SPAC1071.11	0.4339	0.0168109	-0.0715697	-0.163033	-0.305824	-0.741855	-0.804507	-0.87669	-0.584534	-0.662493	-0.204254	-0.0869066	-0.198924	-0.646478	-0.510774	-0.0496731	-0.168665	-0.0372729	-0.382467	-0.82429	-0.354758
SPAC1071.12c	0.585542	-0.681434	-1.18644	-1.21004	-1.37495	0.566393	0.0348035	-0.0565608	0.551887	-0.0507732	-0.257195	-0.37021	0.0420642	0.0814883	0.0859564	-0.88869	-0.369414	0.0924085	0.184766	0.0799156	-0.959213
SPAC1093.01	-0.513751	-1.09646	-0.530377	-0.434949	0.886364	-0.536262	-0.608808	-0.444957	-0.531133	-0.235355	0.0603315	-0.118591	-0.0549253	-0.510219	-0.0435216	0.126684	-0.0894122	0.0595246	-0.486638	0.0668462	-0.168792
SPAC1093.02	-0.259287	0.193099	-0.169589	-0.174786	0.0288873	0.429611	1.17348	0.741893	0.601339	0.029627	0.0689916	-0.237631	-0.142748	-0.0514985	0.0895671	-0.0579044	-0.237247	-0.0122021	0.0432604	-0.226406	-0.151968
SPAC1093.03	0.443029	0.0580929	0.797041	0.839203	0.332889	-0.575834	-0.701893	-0.345857	-0.259034	0.0662128	0.0420505	0.074217	0.00116871	0.111659	-0.18711	0.0188568	0.123696	0.0271065	0.132279	-0.297096	-0.0560002
SPAC1093.04c	-0.0906548	0.244065	1.13602	1.30589	0.979942	-0.272674	0.111583	0.130847	0.23293	-0.195666	-0.236614	0.0121153	-0.0463683	-0.160993	-0.219501	-0.109886	0.0150379	-0.046453	-0.111544	-0.289251	0.0188331
SPAC1093.05	1.18077	-1.24648	-2.03089	-2.19034	-1.7196	-1.19841	-0.929159	-0.759224	-0.00147895	-1.06615	-1.47872	-0.297773	-0.233087	-0.447803	-1.43925	-1.2908	-0.483461	-0.0167647	0.0055228	-0.922899	-1.38253
SPAC1093.06c	0.94599	-0.430589	-0.0390497	-0.182511	0.266467	-1.57563	-1.58105	-1.06125	-0.527584	-0.507671	-0.233132	0.198914	0.291479	-0.130642	-0.743906	-0.560194	-0.21516	0.282246	1.434	0.0617356	-0.219267
SPAC10F6.01c	-0.0496937	0.167071	-1.17228	-1.20055	-0.975379	-0.290545	-0.754634	-0.88351	-0.469158	-0.0101627	-0.0712357	-0.0470268	-0.213951	-0.0251202	0.0782546	-0.131023	-0.163694	0.0829572	0.0316373	-0.213372	-0.428433
SPAC10F6.02c	0.100188	-0.505202	-1.27574	-1.42775	-1.02101	-0.310042	-0.568947	-0.411101	-0.169133	-0.135893	-0.606276	0.0315538	-0.0246721	-0.0743108	-0.333867	-0.350884	-0.00595433	0.158898	0.379373	-0.040503	-0.123619
SPAC10F6.03c	0.503933	-1.16148	-2.35487	-2.13228	-1.73977	-0.656944	-1.53591	-1.58043	-0.612947	-0.253627	-1.00339	-0.49261	-0.106493	0.0866575	-0.596168	-1.1702	-0.168337	0.033083	0.122273	-0.278626	-1.13198
SPAC10F6.04	0.487095	0.394019	0.556532	0.42252	0.879285	0.341916	0.754179	0.977264	0.670714	0.213871	0.333921	0.00541019	0.0706213	0.190687	0.392374	0.209697	0.0492949	-0.213456	-0.00740176	0.204564	0.512157
SPAC10F6.05c	0.361721	0.443847	1.30798	1.50766	1.61349	0.676582	1.54885	1.2405	1.11761	0.832463	1.15164	0.451342	0.134798	0.611699	1.27675	1.1026	0.53689	0.0875474	0.219731	1.12101	1.27974
SPAC10F6.06	0.0679162	0.972111	3.44495	3.76723	3.20962	1.68662	2.61965	3.21517	2.22787	0.942903	1.48244	1.50463	0.627211	0.644622	1.33429	1.86984	1.53554	0.0932778	0.294132	1.42991	2.60924
SPAC10F6.08c	-0.0648959	0.233036	-0.0726421	-0.00882743	0.0367028	-0.21039	-0.135439	-0.342095	-0.273169	0.0852009	0.110354	-0.158922	-0.176257	-0.00178721	-0.068481	0.173057	0.0539193	-0.0501837	-0.200377	-0.322263	0.0508539
SPAC10F6.09c	-0.787948	0.440988	-0.176614	-0.601043	-0.544703	-0.016182	-0.139112	-0.209698	-0.208867	0.16645	-0.13904	0.0119397	0.0535018	-0.204159	-0.189989	-0.582811	-0.0818385	0.00250971	-0.176862	-0.0986227	-0.586497
SPAC10F6.10	0.616551	-1.23799	-2.72079	-3.10868	-2.42591	-0.238071	-1.04957	-1.10012	-0.413564	-0.107984	-1.03239	-0.222667	-0.21529	-0.169551	-0.806318	-1.18029	-0.589856	-0.00755056	0.0353821	-0.297912	-1.09952
SPAC10F6.11c	-0.928096	0.757379	1.93055	2.01228	2.15798	0.480041	0.843256	1.33933	0.616633	0.430411	0.729151	0.262449	0.255793	0.404036	0.675155	0.989021	0.367639	0.131568	0.195374	0.499534	1.27902
SPAC10F6.12c	0.58846	-0.264	-1.46887	-1.49824	-1.03143	-1.00701	-1.95145	-1.28521	-0.504597	-0.295708	-0.740445	-0.428419	-0.00391998	0.109906	-0.525138	-0.746646	-0.264868	0.0361912	0.0973091	-0.632158	-0.883146
SPAC10F6.13c	-0.148367	0.350967	0.529113	0.65288	0.685781	-0.0533444	0.247274	0.385942	-0.0115005	0.120773	0.266259	0.194269	0.0579962	0.161945	0.309048	0.380047	0.351771	0.0963511	0.213801	0.308121	0.534051
SPAC10F6.14c	0.169646	0.242609	0.682461	0.584048	0.339139	-0.0194704	0.300899	0.689591	0.346225	-0.11116	0.242246	0.242341	0.0189964	-0.0441604	0.146401	0.176971	0.0351769	0.0125338	0.14817	0.256769	0.24274
SPAC10F6.15	0.492363	-0.543977	-0.420939	-0.644773	-1.2539	-0.399955	-1.00253	0.129721	-0.294653	0.0811925	0.0811925	0.60281	0.282541	0.501475	0.283161	1.42784	0.0656036	2.51753	2.45982	3.03578	1.96483
SPAC10F6.16	-0.544521	0.209163	0.593356	0.73998	0.886137	0.23597	0.884961	0.949169	0.448047	0.627916	0.972397	0.569397	0.149146	0.475499	1.03731	1.08473	0.394012	0.0763165	0.179964	1.04348	0.734912
SPAC10F6.17c	-0.384657	0.604258	0.931511	0.811556	0.482554	0.165585	0.455263	0.842186	0.759337	-0.0126661	0.21846	0.0269375	-0.00478946	-0.0365073	0.0225151	0.0761813	0.121906	0.114101	0.140943	0.146579	0.45082
SPAC110.01	-0.884275	-0.345674	-1.3662	-1.48972	-0.994946	-0.457298	-2.8326	-2.68524	-1.62701	-0.301392	-0.361519	-0.562518	-0.354889	-1.34938	-0.490089	-1.05407	-0.788959	-0.300343	-1.05235	-0.803197	-1.92734
SPAC110.02	-0.538376	0.210126	-0.48988	-0.7842	-0.600503	0.00889089	0.463168	0.18686	-0.217307	-0.0123766	0.159083	-0.0463006	-0.0154781	-0.16405	-0.30313	-0.0734717	0.0860651	0.073067	0.2782	-0.71557	0.0107151
SPAC110.03	0.0302754	-0.0456021	-0.413502	-0.443404	-0.359222	-0.200829	-0.560619	-0.564026	-0.076209	-0.0315616	-0.267626	-0.042531	0.148873	-0.111337	-0.333515	-0.293597	-0.0132758	0.0218071	-0.105663	-0.414357	-0.183136
SPAC110.04c	-0.560396	-0.433504	-1.43303	-1.7667	-1.80461	0.132446	0.719522	0.801682	0.744895	0.131177	0.032871	-0.218672	-0.353366	0.11987	0.00337149	-0.259647	0.0500851	-0.10042	-0.0356082	-0.129866	-0.420374
SPAC1142.01	0.281253	-0.112432	0.49834	0.598774	0.645539	0.157269	0.474562	0.425025	0.226275	0.023843	0.284036	-0.0554896	0.0889129	-0.0628968	0.00315176	0.0679038	-0.00627247	-0.0391386	0.0452219	0.162425	0.248611
SPAC1142.02c	0.222683	0.0128333	-0.109375	-0.348715	-0.393866	0.472563	0.298888	0.239922	0.209417	0.0434433	0.119738	-0.00672051	0.0203754	0.0046177	0.0688633	-0.0139598	-0.0965349	0.0615346	0.0827904	0.184037	-0.017897
SPAC1142.03c	0.493365	0.303672	0.915271	0.898469	0.871257	-0.243886	0.0623512	0.0912648	-0.0698427	-0.450098	-0.00797483	0.0101877	-0.0789354	-0.644098	-0.289021	0.058758	-0.0143519	-0.220745	-0.439705	-0.559718	0.0572003
SPAC1142.04	0.807432	-1.94221	-2.96762	-2.97593	-2.53674	-2.02735	-2.05472	-1.69284	-0.924128	-0.912316	-1.58889	-0.34282	-0.205138	-0.211047	-1.40821	-1.2876	-0.514863	0.00110953	-0.0107818	-0.837053	-1.40249
SPAC1142.05	-1.21214	0.0568286	-0.633178	-0.629618	-0.51422	-0.892766	-1.80502	-1.63961	-1.20182	-0.891391	-1.68444	-1.26403	-1.04423	-0.326385	-1.88081	-2.1965	-1.88844	0.0647415	-0.0436596	-1.49405	-2.36184
SPAC1142.06	-0.456234	-0.0167478	-0.636781	-1.03401	-0.951641	0.0181632	-0.122267	-0.254951	-0.204229	0.0952547	0.0675438	-0.0990089	-0.045596	0.0830513	0.109736	-0.140274	-0.0830854	-0.0593967	0.0482445	-0.100238	-0.330774
SPAC1142.07c	0.29336	0.0632133	0.305031	0.251958	0.363268	0.536456	0.881707	0.905776	0.531405	0.241991	0.429623	0.224129	0.0793245	0.170234	0.3501	0.350025	0.101465	-0.0920755	-0.138797	0.46769	0.386687
SPAC1142.08	0.109472	0.320347	0.80725	1.10263	1.07235	0.114189	0.184384	-0.00976345	-0.0635337	0.233413	0.208551	0.124382	0.152366	0.18783	0.416861	0.192989	0.190049	-0.0596271	-0.0949215	0.853523	0.0505172
SPAC11D3.01c	5.30312	-0.576836	4.18619	4.86982	4.06897	0.557747	0.906084	2.49501	4.14102	0.0358871	1.06146	1.2476	0.611624	0.0138788	0.832442	2.43082	2.70282	-0.19128	-0.17315	1.05105	4.05364
SPAC11D3.02c	-1.4013	-1.27556	-3.26498	-3.35278	-3.52832	0.329796	0.768779	0.306943	-0.273214	-0.226259	-0.417155	-0.702028	-0.737704	-0.203287	-0.732064	-1.15176	-1.52257	-0.151457	-0.294224	-1.13542	-1.89443
SPAC11D3.03c	-1.31992	-0.248966	-0.0783941	-0.220136	-0.313363	0.0491161	0.000616412	0.714036	0.731502	-0.738573	0.0897389	0.204237	0.0296635	-0.28861	-0.0927587	0.62614	0.12449	0.163445	-0.339316	-0.779477	0.0863973
SPAC11D3.05	-0.689912	-0.523812	0.793984	1.27866	2.15883	-0.668851	-0.41297	-0.449007	-1.25184	0.599809	0.567568	0.299392	-0.146951	0.900551	1.8097	0.854804	0.133795	-0.266238	-0.0817159	2.77912	0.639419
SPAC11D3.06	-0.329054	-0.603304	0.920494	1.3465	0.572752	-0.586731	-0.468997	-0.548161	-0.676535	-0.307205	-0.149313	-0.291503	-0.353835	-0.399537	-0.389519	-0.250845	-0.525695	-0.0842505	-0.1119	-0.677592	-0.69055
SPAC11D3.07c	-0.247481	0.361794	0.979732	1.29338	0.93667	-0.0969603	0.100716	0.175764	-0.0787965	0.161459	0.931996	0.115854	-0.0454	-0.129014	0.448783	1.0561	0.375236	0.059384	-0.135826	-0.12717	0.87187
SPAC11D3.08c	-0.690192	0.39095	1.79901	1.9686	2.01605	-0.344769	0.364362	-0.258962	-0.773029	-0.0390246	0.628714	-0.48325	-0.361955	-0.916482	0.522571	-0.118799	-0.634967	0.180104	-0.058186	0.562477	-0.171498
SPAC11D3.09	-0.0343836	0.133202	2.91982	3.52825	2.54409	1.99038	2.99614	1.19401	0.123724	2.12827	2.07617	0.0840407	0.587921	0.270129	2.66929	1.31094	0.203565	0.179674	0.634314	2.29885	1.16065
SPAC11D3.13	0.585347	-0.207632	-0.346825	-0.748117	-0.776643	1.82832	3.04885	2.64112	2.52044	0.104965	0.318508	0.18051	-0.0248674	-0.315531	0.0834552	0.151321	0.198317	-0.162465	-0.15497	0.0296953	0.586241
SPAC11D3.14c	0.162051	-0.204039	-0.518486	-0.87904	-0.843741	-0.943563	-1.17729	-0.453204	-0.272474	-0.853232	-0.76468	-0.114646	-0.11862	-0.15182	-0.810692	-0.201498	-0.459581	0.277307	0.214624	-0.0616928	0.113935
SPAC11D3.16c	0.673994	0.283526	0.79533	1.07008	1.70171	0.0371585	0.719539	0.155464	-0.284207	-0.109687	0.683809	-0.269688	-0.286408	-0.257122	0.752674	0.349419	-0.55654	0.0617726	-0.00217745	0.418427	0.705797
SPAC11D3.17	0.165297	-0.334456	-0.131321	0.0399151	0.213996	0.678083	0.86809	0.143663	0.0101255	0.52999	1.69995	0.106555	0.0763058	-0.792959	0.943278	0.778525	0.0296853	-0.0653743	-0.0913491	0.788165	0.539821
SPAC11D3.18c	-0.361264	-0.251205	0.24471	0.418372	0.648384	-0.454355	0.0476838	0.282326	0.00794972	-1.46418	0.29865	-0.158445	-0.11223	-0.737361	-0.671648	0.349444	-0.216542	-0.250443	-0.500928	-0.287725	0.4749
SPAC11E3.01c	0.295217	-0.0599365	-0.0460356	0.0587294	0.0996189	0.267139	0.482855	0.408969	0.0919093	0.241235	0.12933	0.0392949	-0.0504822	0.209166	0.370837	0.108888	-0.110279	-0.148711	-0.0764806	0.49617	0.255442
SPAC11E3.02c	0.0930443	0.47638	1.2024	1.43737	1.39943	0.357942	0.643376	0.371941	-0.0434472	0.287147	0.663647	0.130128	0.0473602	0.213926	0.496319	0.574706	0.223935	-0.0461724	-0.0143853	0.476423	0.726304
SPAC11E3.03	0.0407986	0.182706	-0.34643	-0.882277	-0.434993	1.10034	0.982949	1.20264	1.24552	0.00939945	0.136815	0.0527427	-0.0398563	-0.120834	-0.119428	-0.111199	-0.183212	-0.140352	-0.0361969	-0.278166	-0.0915258
SPAC11E3.04c	-0.0513918	0.105592	0.150368	-0.24004	0.0608202	1.67397	1.54319	1.61438	1.65978	0.0767701	0.122339	0.100421	0.0797989	-0.0907548	-0.0455312	-0.166868	0.0134193	-0.0503302	0.0850429	0.204068	0.0993403
SPAC11E3.05	0.81573	0.379952	1.40165	1.49932	1.64005	0.223779	0.702666	0.751628	0.281331	0.128687	0.368486	0.0386909	-0.0329397	-0.107982	0.119268	-0.0980594	-0.103002	-0.0162502	-0.13297	0.227489	0.123696
SPAC11E3.06	-0.153591	1.85895	1.73189	1.29917	0.672244	0.328048	0.395194	0.216396	0.371174	1.05252	1.05684	0.119955	0.10867	0.531346	1.66116	0.249739	0.799527	-0.145789	0.0488728	1.47857	0.73305
SPAC11E3.07	-0.211669	-0.0504466	-0.868863	-1.03258	-1.16968	-0.0470482	-0.160332	0.108288	0.234527	-0.0264723	-0.0279985	0.0432761	-0.0147441	-0.273705	-0.311114	0.113196	0.0539716	0.0236417	-0.0820202	-0.449226	-0.177357
