Name	Klac_LAG	Klac_LL	Klac_DS	Klac_PS	Klac_PLAT	Klac_HS5	Klac_HS15	Klac_HS30	Klac_HS45	Klac_HS60	Klac_Salt-5	Klac_Salt-15	Klac_Salt-30	Klac_Salt-60	Klac_Ox5	Klac_Ox15	Klac_Ox30	Klac_Ox60	Klac_0.2MKCl-10	Klac_0.2MKCl-20	Klac_0.2MKCl-40	Klac_0.2MKCl-80	Klac_0.4MKCl-10	Klac_0.4MKCl-20	Klac_0.4MKCl-40	Klac_0.4MKCl-80	Klac_0.8MKCl-10	Klac_0.8MKCl-20	Klac_0.8MKCl-40	Klac_0.8MKCl-80
KLLA0C16093g	1.23429	-0.416927	-1.59554	-3.01639	-1.92947	-0.724242	-1.66555	-0.862421	-0.80571	-0.977436	0.278872	0.596313	0.578459	0.128237	-0.206916	-1.14797	-1.36135	0.0923317	-0.165213	-0.0872204	-0.316706	0.382108	-0.280818	-0.330315	-0.272057	0.174546	-0.0598862	-0.387253	-0.553027	-0.830179
KLLA0C16115g	1.66828	-0.708869	-2.20947	-2.56643	-2.07048	-0.225577	-0.836585	-1.62079	-1.82005	-2.08588	-0.72763	-0.816108	0.437342	0.695984	-0.127702	0.111355	-0.177772	-0.528579	-0.641051	-0.714817	0.21028	0.0526541	0.0544137	-0.620033	0.327831	0.0500887	-0.0657695	0.0442177	0.217577	-0.986062
KLLA0C16137g	-0.55719	0.40591	0.33147	0.353779	0.223577	3.49799	4.51408	3.9036	2.89397	2.11433	0.146009	0.0215222	-0.246493	-0.216277	-0.134254	0.0364027	0.254079	0.564408	0.405832	0.362275	-0.0731407	0.00975518	0.161398	0.261978	-0.0107402	-0.0938961	0.0366453	0.170239	1.30772	0.173703
KLLA0C16159g	-0.248612	0.0597672	-0.393668	-0.755613	-0.591923	3.11606	5.30556	5.24932	3.82412	2.52707	-0.390245	-0.479865	0.198746	0.538385	0.164892	0.264663	-0.0891676	0.505582	-0.168744	-0.292883	-0.0192462	-0.103034	-0.0836246	-0.548909	-0.193987	-0.0833114	0.131084	0.00953834	1.189	1.15307
KLLA0C16181g	-2.53934	-1.00586	-1.35235	-1.51355	-0.949764	-0.110378	-0.681175	-0.848465	-0.675171	-0.8609	-0.561972	-0.516995	-0.644527	-0.123841	-0.0590138	-0.553861	-0.773364	-0.884084	-0.167919	-0.583055	-0.851425	-0.399759	-0.188892	-0.75235	-0.933948	-0.27441	0.0756145	0.11808	0.0379173	-1.38314
KLLA0C16203g	-0.347067	-0.131929	-0.476019	-0.299221	0.105634	-0.00258678	0.401013	0.239965	0.296234	0.555649	-0.524557	0.0412425	-0.0696488	0.0359846	-0.135489	-0.161529	-0.078239	-0.192958	-0.167	0.163354	0.215393	0.0712426	-0.887326	-0.171796	0.241889	0.051704	-0.01776	-0.177837	-0.573234	-0.0479019
KLLA0C16225g	4.57688	0.156895	3.05465	4.46859	7.30498	1.20262	1.73339	3.81199	4.39162	5.30993	2.05729	4.9845	4.14773	-0.1864	-0.157366	-0.145845	2.19034	3.52563	2.37031	2.57948	1.08076	0.756221	2.06705	6.31889	6.05485	1.12581	0.116311	0.398205	2.16627	9.13975
KLLA0C16247g	0.341395	0.0406337	0.366519	0.176278	1.90234	0.0417741	0.0452451	0.047745	0.104604	0.0423822	0.352285	0.767102	0.152556	-0.250538	-0.0407429	-0.341452	-0.0621807	0.184546	0.57923	0.401577	0.0110161	0.136272	0.444903	1.25889	0.626624	0.00712785	0.0060732	-0.0847811	-0.0172268	1.45934
KLLA0C16269g	-1.03312	0.248993	0.475182	0.723319	0.689684	0.528856	0.588171	0.414223	0.402463	0.239867	0.0200643	0.236433	-0.231182	-0.306522	-0.303782	-0.782509	0.244992	0.155919	0.554791	0.523934	0.160543	0.159595	-0.0626167	1.09135	-0.0406478	0.120277	-0.00930354	-0.00274642	-0.350947	1.6331
KLLA0C16291g	-0.0465369	0.772394	1.54822	1.91711	2.37421	0.689091	1.2747	1.76957	1.84558	1.87398	-0.0700199	0.102149	-0.244118	-0.493693	-0.186207	-0.060289	0.658434	0.679409	0.653983	0.486665	0.130436	0.151442	-0.073052	1.15766	0.514985	0.243542	-0.0463467	-0.0819911	-0.172831	1.49249
KLLA0C16313g	-1.66789	0.0147058	0.126355	-0.288621	-1.02362	-0.029651	0.96953	0.87422	0.457416	0.453983	0.224532	0.342847	0.290949	-0.162857	-0.0131712	-0.081644	0.419719	1.30512	0.375034	0.450763	-0.0595567	-0.105953	0.0897343	0.626859	0.0941355	-0.128242	0.101639	0.0327669	0.115612	1.16249
KLLA0C16335g	1.49393	-0.83543	-2.8132	-2.64276	-2.47235	-2.23499	-2.29518	-2.79278	-2.75187	-2.6441	-1.2728	-1.21201	0.561234	1.08891	0.332128	0.648725	-0.136217	-0.828706	-2.33361	-0.960505	0.147367	-0.194873	-0.744198	-2.56667	-0.144853	-0.0656569	-0.0123438	-0.185471	-0.476056	-1.53294
KLLA0C16357g	-0.481125	0.37456	1.20454	1.27907	1.46773	0.55101	0.658732	0.750673	0.755426	0.995565	0.316206	0.932445	-0.400425	-0.474844	-0.112881	-0.448666	0.711113	0.868593	1.26128	0.410703	0.0335156	0.0939811	0.311441	1.66857	0.190366	-0.204111	0.0119097	-0.15145	-0.0727308	2.38497
KLLA0C16379g	1.55719	-0.853323	-2.99211	-3.27204	-3.36463	-1.47549	-1.74705	-1.736	-1.6168	-1.38738	-0.794841	-0.818848	0.768565	1.16597	0.241241	0.679296	-0.273093	-0.774943	-2.32892	-0.712481	-0.00150523	-0.164666	-0.328675	-2.52997	0.119267	-0.114297	0.0830497	0.0966151	0.0745209	-1.18364
KLLA0C16401g	1.44385	-1.06585	-3.54229	-3.93018	-3.79879	-2.0974	-2.99801	-3.73379	-3.21486	-3.36693	-1.20355	-1.76318	1.18109	1.61545	0.517682	1.1446	0.206159	-0.662556	-2.47473	-1.161	0.186566	-0.255353	-0.452481	-2.71479	0.0429424	0.0636247	-0.0392182	-0.170659	-0.359218	-1.49865
KLLA0C16423g	1.12041	-0.184237	-0.505401	-0.519941	-0.552544	1.17193	0.617179	0.474939	0.584231	0.821291	0.285943	0.551934	0.310521	0.935757	-0.0309447	-1.46679	-1.67485	-0.944447	0.0312742	-0.138192	0.165	0.106814	0.627718	0.0745272	0.0886715	0.488345	-0.0482211	-0.11728	-0.269299	-0.0881387
KLLA0C16445g	0.115116	-0.220801	-0.88749	-1.16235	-1.27763	-0.153937	-0.445967	-0.35714	-0.263881	-0.161911	0.200943	0.158366	0.299395	0.581188	-0.401095	-1.73176	-2.01297	-1.52395	0.00553647	-0.0637944	0.105784	-0.014561	0.380261	0.0286189	0.700226	0.371343	-0.0822352	-0.0466256	-0.000975211	-0.104903
KLLA0C16467g	-0.0654614	-0.221644	-1.17524	-1.65627	-2.13951	-0.240012	-0.313837	-0.385581	-0.558563	-1.11895	-0.384589	-0.265053	0.192054	-0.0319503	-0.274513	-0.442896	-0.936197	-0.823212	-0.00266407	0.0972167	0.136824	0.407997	-0.184848	-0.35499	-0.15136	0.248343	-0.00966706	-0.0371856	-0.305659	-0.618507
KLLA0C16489g	-1.7078	0.228136	1.67832	1.97495	2.66252	0.18384	1.34973	1.74746	1.63685	1.98192	-0.499549	-0.321767	-1.11697	-0.500264	-0.87728	-1.11072	0.221947	0.324236	-0.0547068	-0.637371	-0.86873	-0.323206	0.155757	0.120785	-0.738935	0.248751	-0.530271	-0.792009	-1.53995	-0.258646
KLLA0C16511g	-0.755904	1.15251	1.83998	1.95469	2.10185	2.68514	3.55592	3.51321	3.59147	3.85558	0.416225	1.03679	-0.474629	-0.662784	-0.113894	-0.331346	0.148118	0.728365	1.41704	0.734256	-0.0712085	0.187008	0.407958	1.84134	-0.206959	0.27615	0.126537	-0.103308	0.272	0.923453
KLLA0C16533g	0.421967	-0.0697242	-0.292872	-0.485429	-0.600636	-0.0680489	-0.107297	0.0288651	0.0419621	0.0981594	0.0126493	-0.194744	0.116858	-0.176744	-0.031678	-0.425976	-0.479888	-0.552535	-0.152937	0.121413	-0.0450967	0.183509	-0.000700452	-0.231715	0.195347	0.311042	-0.0511281	0.0680997	0.258594	0.0885601
KLLA0C16555g	0.165522	0.123805	0.312449	0.287328	0.380782	-0.352189	-0.0467921	0.297335	0.1528	0.0590102	-0.337009	-0.75523	-0.123193	-0.230522	-0.0462466	-0.164461	-0.165472	0.298766	-0.511262	-0.155575	0.0258903	0.0727791	-0.812435	-0.721254	-0.0819392	0.178808	0.0788122	-0.104335	-0.504518	-0.300667
KLLA0C16577g	1.1616	0.147429	0.50948	0.763092	0.747064	0.243532	0.282148	0.0926439	-0.11941	0.133024	-0.271514	-0.177436	-0.607006	-0.488718	-0.296386	0.0416448	0.229934	0.257997	0.156764	0.0739003	0.209442	0.198778	0.0195216	0.398649	0.510561	0.187499	-0.119938	-0.202352	-0.324929	0.231864
KLLA0C16599g	-0.271034	0.0760621	-0.424756	-0.600409	-0.672207	0.61139	0.407274	0.0455914	0.149683	0.182676	0.37736	0.826309	0.585784	0.405608	0.0246363	0.190681	0.175501	0.480287	0.322483	0.328134	0.0349168	0.0743555	0.521309	0.843273	0.551399	-0.0527376	-0.0651175	0.0270789	0.611854	1.42932
KLLA0C16621g	-2.34801	0.121169	0.43992	0.641841	0.553104	0.301267	0.153493	0.174949	0.261868	0.43087	0.43046	0.0994164	0.0723135	-0.373545	0.137834	0.0541987	-0.119114	-0.510209	0.189845	0.356038	0.246997	-0.00963549	0.162512	0.186301	0.400048	-0.158174	-0.010232	-0.0331527	-0.0981434	-0.480068
KLLA0C16643g	-1.33352	0.0273399	-0.181639	-0.374433	-0.986677	-0.085525	-0.309134	-0.218677	-0.194544	-0.255106	0.0342851	0.0789259	-0.0171364	-0.280427	-0.0963897	-0.217845	-0.466544	-0.721765	0.0751463	0.126773	0.153666	0.0911092	0.0641767	0.0302416	0.315988	-0.00517398	0.0729223	0.0652018	-0.25149	-0.192451
KLLA0C16665g	-0.967674	0.190515	0.964296	1.05256	1.0122	-0.480604	-0.36156	-0.0117626	0.0752671	0.24932	0.184577	0.0369171	-0.0525329	-0.329633	0.0191098	-0.267485	-0.183736	0.168383	0.0358417	0.0481939	-0.131989	-0.019021	-0.0277972	-0.064513	0.788956	-0.0302799	-0.0682945	0.0902441	-0.174845	0.112123
KLLA0C16687g	-0.129408	0.23264	0.826306	1.06748	0.721315	0.167748	0.475751	0.46922	0.569409	0.608309	0.332648	0.0201028	0.113691	-0.059189	0.119661	0.357663	0.373636	0.307308	0.0845189	0.124637	0.284	0.181041	0.354012	0.33824	0.705636	0.150726	0.0629366	0.158742	0.152441	0.631935
KLLA0C16709g	0.363679	0.186496	0.51749	0.584254	0.968707	-0.647875	-0.321044	-0.17031	-0.0985505	-0.0429067	-0.0517963	-0.317633	-0.31644	-0.338714	-0.253289	-1.17676	-0.93506	-0.932658	0.0666029	-0.0747733	0.0872639	0.185226	-0.752693	0.0384025	-0.092904	0.142477	-0.140351	-0.202227	-0.751543	-0.220899
KLLA0C16731g	-0.613253	0.398741	0.931433	0.964793	0.450918	-0.0987626	-0.132269	-0.136106	-0.0385098	-0.268276	0.360794	0.321563	-0.331185	-0.490575	-0.13612	0.265422	0.586918	0.408328	0.400736	0.247073	-0.0807524	-0.0982594	0.378808	0.390686	0.111054	-0.137194	-0.0518741	-0.0106134	-0.0802332	0.163416
KLLA0C16753g	1.1318	-0.486503	-2.3981	-2.60221	-2.61568	-0.238163	-1.35077	-1.87705	-1.65987	-1.69348	-0.625848	-0.825882	0.317645	0.595375	-0.039457	-0.0594765	-1.17127	-2.03688	-0.838525	-0.919573	0.230866	-0.0267092	-0.29052	-1.53211	-0.475858	-0.0125793	-0.0417278	-0.186668	-0.00321882	-0.992322
KLLA0C16775g	1.01166	0.234679	-0.127365	-0.0270991	0.302618	-0.717266	-1.03032	-0.597532	-0.294741	0.00907211	0.202835	0.0386283	-0.320105	0.10848	-0.376681	-0.989451	-1.28444	-1.03172	-0.0238233	-0.246749	0.0717014	0.0557173	-0.268878	-0.152864	-0.581247	-0.162331	-0.00458366	-0.225241	-0.203129	-0.389328
KLLA0C16797g	-0.538531	0.47449	0.477558	0.536493	0.0897526	-0.179767	-0.255048	-0.286331	-0.16306	0.0629935	-0.0345641	0.0488992	-0.2855	-0.499855	-0.140722	-0.199033	-0.121775	-0.3614	0.186651	0.197873	-0.0195661	0.112517	-0.134554	0.187199	0.134487	-0.00911631	0.00536952	-0.0369793	-0.213068	0.214321
KLLA0C16819g	1.94908	-1.10896	0.886166	0.66791	1.04323	0.44024	-0.0830832	-0.544982	-0.439752	-0.491686	2.08493	0.581842	-0.361465	1.56823	-0.265386	-0.451047	-0.682337	-0.289412	-0.0345928	-0.510216	0.314585	0.585933	-0.903548	-0.837236	-1.03925	0.515677	0.154471	0.205093	-0.421251	-0.471401
KLLA0C16841g	0.242087	-1.09597	1.79913	2.2781	2.9822	0.580841	-0.112555	-0.866675	-1.0309	-0.874681	0.649136	0.433433	2.11386	4.93601	0.393479	0.477411	0.134364	-0.345879	-0.440546	-0.0883512	2.21911	0.0200511	0.870695	-0.502595	0.490874	3.03774	-0.0404037	0.576015	0.936639	-0.52802
KLLA0C16852g	1.05114	-2.18257	2.98165	3.36838	3.78889	-0.880885	-1.47312	-1.66991	-1.55911	-0.887895	-0.0443399	0.539019	2.66425	5.63384	0.218752	-0.194393	-0.48145	-0.254215	-0.704606	0.136662	2.73382	0.259823	0.104641	-0.333125	0.428689	3.28797	0.0468008	0.268051	0.313792	-0.0302727
KLLA0C16874g	-0.633663	0.20369	-0.333286	-1.03439	-1.84682	0.0122617	-0.795761	-0.924349	-0.501927	-0.0724228	0.0623476	-0.0050247	-0.0134087	0.190643	-0.0114162	-0.192643	-0.510981	0.0340167	0.0521597	0.109274	0.431273	-0.0618101	0.153472	0.045884	0.315504	0.205887	0.0749684	0.180023	0.337849	-0.33989
KLLA0C16896g	-0.356281	0.119378	-0.165283	-0.165895	-0.47477	-0.112084	-0.878162	-0.917566	-0.71347	-0.865251	-0.157962	-0.360628	-0.198481	0.0538961	-0.114426	-0.220266	-0.468125	-0.515885	-0.23059	-0.344202	-0.0979309	-0.021794	-0.0202707	-0.539739	0.157733	0.073612	0.0996708	0.17571	0.21075	-0.232147
KLLA0C16918g	0.171353	-0.652745	-1.51165	-1.70645	-2.08439	-0.564167	-0.755223	-0.836514	-0.835662	-1.00079	-0.761313	-0.719903	0.197747	0.610819	0.405	0.673706	1.01389	-0.0702304	-0.599415	-0.430333	0.116974	-0.0702264	-0.617986	-0.954392	-0.674546	0.0865404	-0.0310175	-0.159563	-0.914465	-1.00969
KLLA0C16940g	0.636527	0.433758	0.591343	0.793527	0.418646	0.110129	0.361445	0.385178	0.36767	0.402129	-0.443314	0.00844323	-0.222097	-0.0796843	-0.0752174	0.337893	0.80215	0.817055	-0.0142916	0.0751659	0.102387	0.169367	-0.534604	0.111118	0.0790331	0.0165291	0.0248263	-0.157663	-0.605325	0.485152
KLLA0C16984g	-0.663015	0.26869	0.530613	0.367246	-0.0656736	-0.279084	0.0468157	0.240083	0.219025	0.336242	-0.0584344	0.104203	0.175987	-0.0750832	-0.0978056	0.241076	0.632222	0.00189134	0.118403	0.167404	0.239631	0.278316	-0.324927	0.342336	0.000330458	0.0521099	-0.113074	-0.203977	-0.253684	0.624013
KLLA0C17006g	0.378824	0.244777	0.497643	0.990126	1.08487	0.319958	-0.426637	-0.56989	-0.454086	-0.661108	0.372943	0.511659	-0.148537	0.272088	-0.171236	-0.466485	0.208696	0.515016	0.210279	-0.15919	-0.0856785	0.065796	0.70124	0.323311	0.065491	0.413052	-0.116401	-0.125697	-0.141558	0.453725
KLLA0C17028g	6.94254	1.70272	2.19428	3.13936	5.12133	-1.61882	-0.541493	1.1112	1.45985	2.32773	0.222134	1.00084	2.46785	3.03853	-0.0841788	-0.320511	1.12317	1.75546	0.15102	-0.171839	2.40408	0.779461	0.946718	1.69015	3.03855	1.25779	0.0685742	0.235709	1.30682	4.3918
KLLA0C17050g	1.91834	0.0533665	-0.468875	-0.314846	0.371206	0.454337	0.18367	0.281756	0.461542	0.595861	0.30559	0.745652	0.698046	0.731536	0.369621	0.0212441	-0.0174823	0.417853	-0.129812	-0.21371	0.135597	-0.0674789	0.314123	0.364797	0.00362982	-0.254882	0.0147764	-0.189118	-0.149817	0.407095
KLLA0C17072g	0.0191766	1.14283	1.83582	2.25379	2.22784	0.867744	1.48718	1.27849	1.28636	1.24884	0.156618	0.548239	-0.812359	-0.998053	-0.699698	-0.0961948	0.322192	0.855105	0.811694	0.351343	-0.258944	0.0600228	0.281875	1.26556	-0.291775	-0.211209	0.0554466	0.0175412	0.141994	1.32779
KLLA0C17094g	-2.12586	-0.00438168	0.672066	0.12792	-0.666593	-0.402066	0.23712	0.750207	1.74011	1.03573	0.127018	0.710452	0.125388	-1.05495	-0.18465	0.110699	-0.411932	-0.660245	0.53107	0.00275395	0.637924	-0.357386	-0.428274	0.269172	-0.455725	-0.116316	-0.44638	-1.21094	-0.541354	-0.00855386
KLLA0C17116g	0.11373	0.0574527	0.487519	0.634577	0.463659	-0.445427	-0.388869	0.159392	0.176307	0.368214	-0.186221	-0.887574	-1.02514	-0.164584	0.279132	0.144534	0.202528	0.757506	-1.19739	-0.487698	-0.330024	-0.514305	-1.16095	-1.50428	-0.911876	-0.237274	0.60714	-0.0309705	-0.943673	-0.712742
KLLA0C17138g	0.206785	0.106059	0.260303	0.512628	0.416408	-0.126852	0.0423871	-0.0257942	0.0303652	-0.265145	0.21418	0.576109	-0.505864	-0.459003	-0.107558	0.156405	0.337748	0.0900972	0.58279	0.531526	0.282603	0.211575	0.293607	0.946384	-0.0621584	0.0601527	-0.0266402	0.0130455	0.0582895	0.719803
KLLA0C17160g	-1.54566	0.604578	2.15909	2.72153	3.51761	0.0547759	0.687898	0.885048	0.949424	1.18359	0.452626	0.570185	-1.11224	-0.911355	-0.293234	-0.724881	2.15575	2.52734	1.04041	-0.0224519	-0.661356	-0.253858	0.278458	1.64674	-0.0277081	-0.456268	-0.0584906	-0.209769	-0.0970251	2.10941
KLLA0C17182g	0.740062	0.239102	-0.21823	0.166241	0.482674	-0.177473	-0.140886	-0.423627	-0.255646	-0.270368	-0.468508	-0.991503	-0.99963	-0.711653	-0.304402	-0.649909	-0.691825	-0.493175	-0.713278	-0.785854	-0.558206	-0.441421	-0.555289	-1.06708	-1.14394	-0.585579	0.0142986	-0.143369	-0.551647	-1.10036
KLLA0C17204g	-0.666391	0.182051	0.393749	0.292215	0.101788	0.439885	0.776668	0.282986	0.0550573	0.0542406	-0.406335	-0.447223	-0.520379	-0.619383	-0.293115	-0.407957	-0.148451	-0.357761	0.139285	-0.0650596	-0.171468	-0.00100634	-0.453173	-0.199239	-0.122556	-0.216465	-0.066547	-0.392101	-0.881016	-0.557479
KLLA0C17248g	-1.13923	0.0170873	0.419528	0.721046	0.662243	0.0412408	-0.173081	0.247533	0.466447	0.236394	-0.214792	0.109373	0.051637	-0.106103	0.280256	0.199603	0.404524	0.151792	-0.0722393	-0.0476867	-0.00129121	-0.136795	-0.24198	0.0559978	-0.202556	-0.122251	-0.0787911	0.0870054	-0.12602	-0.429383
KLLA0C17270g	-1.62494	0.194456	1.044	1.65953	1.9748	-0.737011	-0.410644	-0.00102086	0.273536	0.27485	-0.528836	-0.527115	-0.343093	-0.560448	-0.24332	0.171041	-0.0543888	-0.303999	-0.437673	-0.12524	0.0182494	-0.00983721	-0.441709	-0.402893	0.436158	0.00803918	-0.359156	-0.529094	-0.942536	-0.343883
KLLA0C17292g	-1.95243	-0.12187	-0.472003	-0.56129	-0.609244	0.0988004	-0.57291	-0.462629	-0.138633	0.000174429	-0.0273655	0.0564796	0.12355	-0.0440407	-0.0154166	-0.00407186	-0.198523	-0.137732	-0.0776666	-0.0198353	-0.0668562	-0.0169087	0.114886	0.0717132	1.34327	0.106243	-0.03056	0.269892	0.249147	-0.255069
KLLA0C17314g	-5.39149	-1.70903	0.205313	0.786379	0.550431	-0.28558	-1.09449	-1.59256	-1.80729	-1.27843	-0.139113	-0.0748215	-1.31931	-0.977226	0.0106615	0.591808	1.22972	0.236895	-0.000847593	-0.373352	-0.935468	-1.14032	-0.18169	-0.0995194	0.0353692	-0.563906	0.202056	0.144595	0.449656	-0.0973392
KLLA0C17336g	0.410295	-0.71135	-1.51704	-1.27572	0.00174119	1.09236	0.544928	0.0706591	-0.258969	-0.121376	0.127916	-0.180553	-0.110415	0.946059	0.155265	2.10061	3.31229	1.77202	0.204312	-0.140956	0.0424937	0.00799205	0.277567	0.389383	-0.199484	0.161234	-0.0296026	0.0744325	-0.152054	0.0582443
KLLA0C17380g	0.690244	-0.33388	-1.47962	-2.27827	-2.61571	-0.61481	-0.743858	-1.15781	-1.36149	-1.27088	-0.623253	-0.283796	0.322525	0.181334	0.150901	-0.233063	-1.1175	-1.48858	-0.584241	-0.156545	-0.0266809	0.187509	-0.632472	-0.885092	-0.12215	0.0358653	-0.0636388	-0.364202	-1.13165	-0.856989
KLLA0C17402g	0.490236	-0.416018	-1.59401	-1.88589	-2.26303	-1.07661	-1.79989	-1.6245	-1.52567	-1.42235	-1.8429	-0.75772	0.246958	0.557647	-0.125065	-0.0948693	-1.01486	-1.81814	-1.32833	-0.923486	-0.8591	-0.619828	-2.06506	-1.80067	-0.106545	-0.533776	-0.0713262	-0.230425	-1.90646	-1.28723
KLLA0C17424g	1.19157	-1.13363	-3.27792	-3.42374	-2.66211	-1.55736	-3.23115	-3.32389	-2.69364	-2.62764	-1.21241	-2.35739	0.834248	1.26846	0.496015	0.941484	0.300526	-0.953957	-1.59412	-1.52415	0.156873	-0.22934	-0.338395	-2.14562	0.0189209	-0.116997	0.0571812	0.00734445	-0.304835	-1.7187
KLLA0C17446g	-1.31636	-0.654578	-0.99873	-0.742976	-0.103047	-0.0734965	-0.356656	-0.739407	-0.797666	-0.537118	-0.705206	-0.630099	-0.226479	0.175339	-0.16733	0.0171511	-0.291745	-0.74993	-0.104959	-0.217927	-0.021889	-0.170963	-0.148844	-0.415794	0.190968	-0.0911424	-0.0175474	-0.0639756	-0.218346	-0.692834
KLLA0C17468g	1.19528	-0.87382	-0.4375	0.274315	1.44201	0.120762	0.354352	-0.721557	-0.594772	-1.14549	-0.327327	-0.132838	-0.148138	0.581018	0.266068	-0.0526155	-0.371479	0.531807	-0.871671	-0.734039	-0.313746	0.112172	-0.425417	-0.493382	-1.30753	0.974012	0.494879	0.128042	0.0740659	-0.120753
KLLA0C17490g	0.945877	-0.229037	-0.0248126	0.535521	1.75215	1.47614	1.80177	1.8319	1.76611	2.06347	0.549163	0.567539	0.59615	0.675505	0.14651	-0.102477	0.520655	1.69301	0.327743	0.333146	0.794814	0.708545	0.635905	1.09258	0.682826	0.818072	-0.00314633	0.0332199	0.828681	1.40352
KLLA0C17512g	0.686983	0.0503958	0.421544	0.633253	0.141425	0.121577	0.389846	0.690855	0.659222	0.645113	0.281835	0.032619	-0.287848	-0.0238319	-0.0461679	0.012787	0.175915	0.629601	-0.177916	-0.284307	0.0206525	-0.0995179	-0.0228549	0.0632071	-0.373457	0.174325	-0.0165249	0.0214176	0.0978563	-0.146676
KLLA0C17534g	0.121274	-0.139474	-0.0420122	0.0443769	0.316407	-0.359676	-0.660034	-0.755798	-0.750497	-0.565681	-0.248849	-0.0271834	0.256135	0.313257	-0.06578	-0.496233	-0.543807	-0.305115	-0.151653	-0.0397371	0.121487	-0.0852828	-0.487198	-0.197864	0.970701	0.10131	-0.0474794	0.0669138	-0.655042	-0.195405
KLLA0C17556g	0.981409	-0.652972	-4.4778	-5.18284	-4.8647	-1.22244	-2.84069	-2.9444	-2.60169	-2.30838	-1.28927	-1.95076	0.560162	0.905074	-0.12476	-0.0918492	-1.05169	-2.43768	-1.64977	-0.964632	0.0094534	-0.0759399	-0.50283	-2.25114	-0.311878	-0.00120002	-0.0576956	-0.106033	-0.274395	-1.7382
KLLA0C17578g	1.11098	-0.18675	-1.10763	-1.19502	-1.12428	-0.296031	-1.66997	-0.95905	-0.714651	-0.7291	-0.317521	-0.251674	0.268203	0.157179	0.26483	0.363307	0.214048	-0.166325	0.0835522	0.235076	0.17727	0.101577	-0.458153	-0.23692	0.523839	0.0161935	0.0514033	0.0479605	-0.235193	-0.755225
KLLA0C17600g	-0.137663	-0.289936	-1.34841	-2.58597	-3.1978	-0.17652	-0.397481	-1.26053	-1.73715	-1.15121	-0.261371	-0.545775	-0.362848	-0.0466883	0.0967839	0.115218	0.104097	-0.707861	-0.0850927	-0.198234	0.0359661	0.132989	-0.294316	-0.382031	-0.534574	-0.0319439	0.0925135	0.250099	0.346481	-0.254033
KLLA0C17622g	-1.21153	0.414846	1.00203	1.2063	1.57733	0.016398	-0.209021	0.0606523	0.273325	0.566235	0.419044	0.253254	0.131799	-0.054723	0.248457	0.298984	0.315331	-0.127286	0.290339	0.449196	0.0977518	-0.0518743	0.179137	0.20831	0.41229	0.0440088	0.109356	0.0947064	0.0673859	-0.497789
KLLA0C17644g	0.244806	0.0984906	-0.0835869	0.108251	0.0168873	-0.0350064	-0.531049	-0.750802	-0.698721	-0.806964	-0.241469	-0.283902	-0.0636462	0.1763	0.0391784	0.0823073	0.0825091	0.100132	-0.289378	-0.131053	-0.0610489	0.0468166	-0.844672	-0.673022	-0.132714	-0.105878	0.0250045	0.486396	-0.208434	-0.525173
KLLA0C17666g	0.324465	0.149712	0.423209	0.911489	0.923866	0.124823	0.231794	0.196326	0.297385	0.297665	-0.576211	-0.72734	-0.891038	-0.606688	-1.06443	-1.2783	-1.8053	-1.17521	-0.141813	-0.402366	-0.241761	0.0259599	-0.665492	-0.492919	-0.952407	0.0636286	-0.120347	-0.00201798	-0.501992	-0.317527
KLLA0C17688g	0.0995731	-0.413738	-0.778632	-0.696005	-1.03082	-1.02239	-0.98732	-1.22407	-1.21864	-1.44757	-0.435106	-0.778331	0.0216362	0.28589	-0.0530526	0.417573	0.232814	-0.0746378	-1.07107	-0.523506	0.180101	-0.0653967	-0.362645	-1.28728	-0.0845494	-0.0143316	0.0139934	-0.193428	-0.694076	-0.572089
KLLA0C17710g	1.22085	-0.147702	0.136351	0.376464	0.242315	-0.220215	-1.09485	-1.09916	-0.695288	-0.615095	0.2349	0.192665	0.214604	0.306646	0.13324	0.235075	-0.134208	0.0534324	-0.26749	-0.149301	0.11632	0.0489681	-0.449545	-0.491354	-0.0493188	-0.147039	-0.00283568	-0.00665944	-0.26868	-0.319656
KLLA0C17732g	0.284629	0.0321055	-0.0524683	-0.0764652	0.236078	-0.419551	-0.860031	-0.0808537	0.0622838	0.00990754	0.393973	0.63835	0.321629	-0.257174	0.178	-0.588842	-0.124849	1.06917	0.22602	0.0855343	-0.351063	0.347852	0.155066	0.357554	-0.188996	0.266463	-0.0542236	-0.130026	0.0807507	-0.0300816
KLLA0C17754g	-1.9924	0.599805	1.55724	1.87425	2.04846	-0.245586	0.417474	0.498763	0.453009	0.396464	-0.0674045	0.152908	-0.444285	-0.630881	-0.260487	-0.948179	-0.141616	0.0168567	0.0117458	-0.13373	-0.637445	-0.339913	-0.487184	-0.343595	-0.464038	-0.53932	-0.0082385	-0.0368549	-0.203856	-0.206477
KLLA0C17776g	0.701443	-0.0583308	-0.267938	-0.25592	-0.291495	0.25253	0.255361	0.124016	0.0285004	-0.0402809	-0.162023	0.144741	0.326509	0.212545	0.054283	0.332226	0.845318	0.999073	0.0633148	0.197798	0.0840029	0.0628688	-0.16255	0.279693	0.155008	-0.0319795	0.0855643	-0.0245264	-0.0595755	0.462174
